	Flaubert_MadameBovary_0	Flaubert_MadameBovary_1	Flaubert_MadameBovary_2	Flaubert_MadameBovary_3	Flaubert_MadameBovary_4	Flaubert_MadameBovary_5	Flaubert_MadameBovary_6	Flaubert_MadameBovary_7	Flaubert_MadameBovary_8	Flaubert_MadameBovary_9	Flaubert_MadameBovary_10	Flaubert_MadameBovary_11	Flaubert_MadameBovary_12	Flaubert_MadameBovary_13	Flaubert_MadameBovary_14	Flaubert_MadameBovary_15	Flaubert_MadameBovary_16	Flaubert_MadameBovary_17	Flaubert_MadameBovary_18	Flaubert_MadameBovary_19	Flaubert_MadameBovary_20	Flaubert_MadameBovary_21	Flaubert_MadameBovary_22	Flaubert_MadameBovary_23	Flaubert_MadameBovary_24	Flaubert_MadameBovary_25	Flaubert_MadameBovary_26	Flaubert_MadameBovary_sum
qu’il_ADJ_qu’il	8.0	6.0	2.0	5.0	1.0	3.0	4.0	14.0	5.0	3.0	2.0	9.0	0.0	8.0	3.0	5.0	2.0	5.0	6.0	2.0	5.0	4.0	5.0	2.0	1.0	2.0	5.0	117.0
temps_NOM_temps	3.0	11.0	8.0	3.0	2.0	7.0	4.0	5.0	5.0	2.0	7.0	6.0	2.0	9.0	2.0	2.0	1.0	4.0	6.0	3.0	3.0	3.0	3.0	3.0	1.0	6.0	5.0	116.0
Puis_ADV_puis	3.0	1.0	1.0	2.0	1.0	3.0	3.0	3.0	6.0	6.0	5.0	2.0	3.0	4.0	3.0	2.0	4.0	5.0	5.0	5.0	7.0	4.0	12.0	6.0	11.0	7.0	2.0	116.0
fit_VER:simp_faire	10.0	4.0	6.0	5.0	0.0	2.0	2.0	1.0	3.0	2.0	5.0	2.0	5.0	6.0	5.0	7.0	4.0	4.0	7.0	8.0	4.0	3.0	1.0	4.0	4.0	5.0	6.0	115.0
voir_VER:infi_voir	3.0	9.0	3.0	6.0	3.0	4.0	2.0	7.0	6.0	3.0	2.0	3.0	3.0	3.0	7.0	1.0	3.0	6.0	6.0	6.0	4.0	5.0	1.0	3.0	2.0	5.0	8.0	114.0
tout_PRO:IND_tout	3.0	5.0	3.0	5.0	5.0	6.0	6.0	1.0	3.0	8.0	4.0	1.0	2.0	6.0	5.0	1.0	3.0	5.0	2.0	5.0	4.0	4.0	9.0	4.0	7.0	3.0	3.0	113.0
»_PUN:cit_»	0.0	4.0	0.0	2.0	1.0	2.0	0.0	1.0	2.0	1.0	6.0	22.0	8.0	5.0	5.0	8.0	0.0	4.0	0.0	1.0	6.0	2.0	12.0	1.0	4.0	3.0	12.0	112.0
d’une_NOM_d’une	5.0	0.0	1.0	4.0	1.0	6.0	6.0	6.0	4.0	3.0	0.0	3.0	5.0	3.0	5.0	3.0	5.0	2.0	5.0	4.0	0.0	5.0	3.0	5.0	9.0	9.0	7.0	109.0
dont_PRO:REL_dont	6.0	7.0	10.0	7.0	5.0	7.0	2.0	4.0	5.0	0.0	7.0	3.0	5.0	1.0	4.0	2.0	5.0	2.0	2.0	4.0	5.0	2.0	4.0	2.0	3.0	3.0	2.0	109.0
chose_NOM_chose	1.0	7.0	1.0	3.0	6.0	2.0	8.0	3.0	3.0	6.0	1.0	5.0	7.0	5.0	6.0	3.0	7.0	3.0	3.0	7.0	5.0	3.0	4.0	2.0	4.0	0.0	2.0	107.0
devant_PRP_devant	5.0	4.0	1.0	5.0	12.0	3.0	1.0	5.0	1.0	1.0	6.0	4.0	2.0	3.0	1.0	1.0	3.0	3.0	7.0	8.0	7.0	3.0	3.0	5.0	2.0	6.0	5.0	107.0
tu_PRO:PER_tu	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	4.0	19.0	5.0	2.0	4.0	1.0	13.0	7.0	9.0	0.0	13.0	22.0	0.0	0.0	107.0
point_ADV_point	2.0	8.0	3.0	6.0	3.0	2.0	1.0	5.0	2.0	5.0	6.0	1.0	5.0	5.0	5.0	2.0	3.0	4.0	5.0	5.0	3.0	10.0	2.0	4.0	3.0	3.0	4.0	107.0
là_ADV_là	5.0	5.0	3.0	3.0	5.0	4.0	3.0	3.0	4.0	4.0	2.0	8.0	5.0	3.0	5.0	5.0	6.0	3.0	1.0	4.0	8.0	0.0	4.0	3.0	5.0	1.0	4.0	106.0
Je_PRO:PER_je	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	3.0	4.0	2.0	7.0	9.0	6.0	7.0	1.0	4.0	5.0	3.0	1.0	10.0	8.0	7.0	6.0	6.0	5.0	106.0
jour_NOM_jour	2.0	3.0	5.0	4.0	1.0	5.0	5.0	4.0	3.0	5.0	1.0	4.0	5.0	3.0	4.0	5.0	5.0	2.0	2.0	5.0	6.0	6.0	6.0	4.0	2.0	5.0	3.0	105.0
c’est_NOM_c’est	0.0	6.0	1.0	1.0	0.0	3.0	6.0	3.0	6.0	3.0	1.0	6.0	1.0	7.0	6.0	5.0	4.0	5.0	6.0	2.0	6.0	3.0	7.0	3.0	9.0	3.0	2.0	105.0
nous_PRO:PER_nous	5.0	3.0	1.0	1.0	0.0	2.0	7.0	0.0	5.0	3.0	2.0	11.0	3.0	3.0	7.0	12.0	1.0	2.0	4.0	7.0	1.0	6.0	2.0	6.0	7.0	2.0	1.0	104.0
car_KON_car	1.0	3.0	1.0	3.0	2.0	1.0	5.0	2.0	6.0	2.0	4.0	4.0	1.0	8.0	4.0	3.0	2.0	5.0	6.0	6.0	2.0	8.0	5.0	4.0	5.0	2.0	9.0	104.0
Ah_INT_ah	0.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	8.0	4.0	8.0	2.0	6.0	4.0	5.0	6.0	2.0	4.0	3.0	6.0	6.0	6.0	8.0	3.0	9.0	6.0	2.0	103.0
-même_ADJ_même	6.0	2.0	6.0	4.0	4.0	6.0	5.0	0.0	3.0	7.0	4.0	1.0	2.0	4.0	5.0	3.0	4.0	4.0	4.0	3.0	1.0	4.0	2.0	4.0	8.0	4.0	2.0	102.0
rien_ADV_rien	2.0	5.0	3.0	7.0	2.0	3.0	2.0	3.0	4.0	2.0	6.0	1.0	2.0	5.0	6.0	6.0	5.0	4.0	2.0	6.0	5.0	1.0	4.0	5.0	5.0	3.0	3.0	102.0
faisait_VER:impf_faire	3.0	5.0	5.0	4.0	6.0	6.0	3.0	5.0	4.0	3.0	2.0	3.0	2.0	4.0	2.0	4.0	6.0	3.0	4.0	1.0	6.0	4.0	3.0	2.0	1.0	5.0	5.0	101.0
me_PRO:PER_me	1.0	2.0	0.0	3.0	0.0	1.0	4.0	4.0	5.0	0.0	6.0	5.0	6.0	4.0	5.0	11.0	1.0	3.0	4.0	6.0	3.0	8.0	4.0	5.0	4.0	3.0	2.0	100.0
Ils_PRO:PER_il	0.0	4.0	1.0	1.0	10.0	0.0	1.0	5.0	1.0	7.0	1.0	4.0	8.0	4.0	1.0	5.0	1.0	4.0	5.0	7.0	7.0	2.0	7.0	2.0	2.0	4.0	6.0	100.0
Alors_ADV_alors	2.0	1.0	1.0	1.0	1.0	1.0	0.0	3.0	6.0	5.0	3.0	6.0	5.0	3.0	4.0	4.0	7.0	3.0	3.0	3.0	1.0	5.0	8.0	7.0	2.0	6.0	8.0	99.0
homme_NOM_homme	6.0	4.0	2.0	4.0	3.0	2.0	6.0	5.0	2.0	5.0	4.0	2.0	2.0	1.0	7.0	3.0	0.0	3.0	6.0	7.0	5.0	3.0	4.0	3.0	3.0	2.0	5.0	99.0
toutes_PRO:IND_tout	7.0	1.0	5.0	3.0	3.0	2.0	4.0	2.0	1.0	6.0	2.0	7.0	1.0	3.0	9.0	2.0	4.0	3.0	2.0	4.0	2.0	5.0	8.0	2.0	5.0	3.0	1.0	97.0
autre_ADJ_autre	3.0	6.0	2.0	3.0	3.0	4.0	5.0	2.0	3.0	1.0	4.0	5.0	7.0	3.0	6.0	0.0	4.0	5.0	5.0	5.0	3.0	1.0	7.0	2.0	2.0	3.0	2.0	96.0
pharmacien_NOM_pharmacien	0.0	0.0	0.0	0.0	0.0	10.0	11.0	5.0	3.0	3.0	4.0	4.0	1.0	8.0	2.0	0.0	3.0	6.0	0.0	3.0	2.0	5.0	0.0	1.0	5.0	15.0	4.0	95.0
coup_NOM_coup	3.0	5.0	0.0	4.0	3.0	1.0	5.0	4.0	3.0	2.0	3.0	6.0	5.0	3.0	1.0	4.0	4.0	1.0	2.0	5.0	8.0	3.0	3.0	4.0	2.0	7.0	4.0	95.0
M_NOM_M	1.0	2.0	3.0	0.0	0.0	2.0	5.0	9.0	0.0	2.0	6.0	8.0	10.0	2.0	6.0	1.0	5.0	3.0	2.0	3.0	0.0	7.0	3.0	2.0	4.0	5.0	3.0	94.0
toute_PRO:IND_tout	2.0	5.0	4.0	5.0	3.0	5.0	2.0	2.0	10.0	0.0	4.0	5.0	2.0	1.0	3.0	6.0	1.0	2.0	6.0	1.0	3.0	6.0	4.0	1.0	3.0	4.0	4.0	94.0
bras_NOM_bras	2.0	3.0	5.0	3.0	3.0	1.0	0.0	4.0	1.0	3.0	8.0	3.0	6.0	3.0	0.0	4.0	4.0	6.0	6.0	2.0	5.0	4.0	2.0	3.0	4.0	5.0	2.0	92.0
grand_ADJ_grand	6.0	3.0	3.0	5.0	3.0	5.0	2.0	5.0	2.0	3.0	3.0	3.0	6.0	5.0	0.0	1.0	3.0	3.0	4.0	3.0	2.0	3.0	4.0	3.0	3.0	4.0	3.0	90.0
mère_NOM_mère	9.0	2.0	1.0	5.0	0.0	0.0	2.0	7.0	1.0	7.0	2.0	0.0	1.0	3.0	4.0	3.0	2.0	3.0	1.0	7.0	3.0	7.0	3.0	5.0	2.0	3.0	6.0	89.0
qu’elle_ADJ_qu’elle	2.0	5.0	3.0	6.0	3.0	3.0	4.0	4.0	5.0	0.0	4.0	3.0	1.0	2.0	2.0	4.0	4.0	3.0	3.0	1.0	4.0	5.0	4.0	9.0	2.0	2.0	1.0	89.0
main_NOM_main	4.0	3.0	2.0	3.0	3.0	1.0	3.0	3.0	2.0	6.0	3.0	7.0	3.0	2.0	3.0	3.0	3.0	2.0	2.0	4.0	2.0	3.0	3.0	8.0	6.0	2.0	3.0	89.0
M_VER:pper_M	5.0	2.0	0.0	1.0	0.0	4.0	6.0	11.0	5.0	4.0	5.0	5.0	3.0	3.0	2.0	1.0	5.0	3.0	0.0	2.0	0.0	6.0	1.0	3.0	1.0	6.0	4.0	88.0
soir_NOM_soir	9.0	2.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	0.0	3.0	5.0	3.0	2.0	4.0	3.0	4.0	4.0	3.0	4.0	2.0	3.0	0.0	2.0	2.0	4.0	86.0
-ce_PRO:DEM_ce	0.0	3.0	2.0	0.0	1.0	2.0	1.0	1.0	6.0	2.0	6.0	5.0	1.0	2.0	8.0	11.0	0.0	5.0	4.0	1.0	3.0	4.0	3.0	4.0	7.0	3.0	1.0	86.0
l’autre_NOM_l’autre	1.0	2.0	3.0	1.0	1.0	4.0	6.0	3.0	1.0	3.0	5.0	7.0	1.0	3.0	3.0	4.0	2.0	4.0	3.0	1.0	6.0	5.0	0.0	6.0	1.0	7.0	2.0	85.0
loin_ADV_loin	1.0	3.0	3.0	5.0	4.0	6.0	4.0	2.0	5.0	3.0	3.0	5.0	12.0	0.0	1.0	2.0	2.0	1.0	2.0	3.0	3.0	1.0	2.0	3.0	3.0	4.0	2.0	85.0
près_ADV_près	3.0	1.0	6.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	2.0	2.0	6.0	1.0	4.0	1.0	5.0	3.0	3.0	2.0	2.0	4.0	2.0	3.0	5.0	7.0	2.0	85.0
même_ADJ_même	3.0	3.0	2.0	3.0	5.0	7.0	2.0	5.0	5.0	7.0	2.0	2.0	2.0	3.0	1.0	5.0	2.0	5.0	1.0	3.0	3.0	0.0	3.0	0.0	1.0	4.0	6.0	85.0
À_PRP_à	4.0	2.0	3.0	2.0	4.0	2.0	1.0	3.0	1.0	7.0	3.0	6.0	2.0	3.0	1.0	6.0	1.0	5.0	2.0	6.0	3.0	2.0	3.0	2.0	2.0	4.0	4.0	84.0
C’était_NAM_C’était	5.0	2.0	4.0	3.0	4.0	3.0	4.0	3.0	2.0	2.0	5.0	1.0	5.0	4.0	4.0	4.0	5.0	3.0	1.0	4.0	3.0	2.0	1.0	1.0	2.0	3.0	4.0	84.0
étaient_VER:impf_être	2.0	10.0	2.0	5.0	7.0	4.0	3.0	7.0	0.0	2.0	4.0	3.0	6.0	2.0	3.0	4.0	0.0	3.0	2.0	2.0	4.0	1.0	4.0	1.0	0.0	2.0	1.0	84.0
voix_NOM_voix	4.0	2.0	0.0	4.0	0.0	0.0	0.0	3.0	5.0	4.0	1.0	6.0	5.0	2.0	0.0	3.0	5.0	6.0	3.0	7.0	2.0	0.0	3.0	5.0	4.0	7.0	2.0	83.0
n’y_NOM_n’y	3.0	3.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	2.0	6.0	2.0	2.0	1.0	6.0	8.0	7.0	3.0	3.0	4.0	0.0	3.0	5.0	5.0	5.0	1.0	4.0	83.0
mains_NOM_main	4.0	3.0	4.0	2.0	3.0	1.0	1.0	2.0	2.0	2.0	2.0	4.0	1.0	3.0	1.0	1.0	5.0	2.0	3.0	6.0	7.0	2.0	2.0	4.0	6.0	6.0	3.0	82.0
après_PRP_après	6.0	5.0	4.0	4.0	7.0	3.0	5.0	1.0	4.0	2.0	4.0	3.0	0.0	2.0	0.0	2.0	4.0	1.0	3.0	1.0	3.0	2.0	1.0	0.0	2.0	7.0	3.0	79.0
maison_NOM_maison	5.0	3.0	4.0	2.0	0.0	6.0	4.0	2.0	5.0	4.0	4.0	0.0	5.0	2.0	1.0	4.0	5.0	0.0	1.0	2.0	5.0	3.0	1.0	4.0	1.0	2.0	4.0	79.0
-vous_PRO:PER_vous	5.0	3.0	0.0	0.0	0.0	2.0	5.0	2.0	3.0	5.0	3.0	4.0	3.0	4.0	3.0	4.0	2.0	2.0	6.0	1.0	1.0	5.0	4.0	3.0	0.0	6.0	3.0	79.0
allait_VER:impf_aller	4.0	3.0	6.0	1.0	2.0	0.0	4.0	3.0	2.0	3.0	2.0	1.0	3.0	2.0	5.0	3.0	1.0	1.0	3.0	4.0	7.0	3.0	3.0	3.0	5.0	1.0	3.0	78.0
heures_NOM_heure	6.0	5.0	1.0	4.0	4.0	6.0	5.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	3.0	1.0	8.0	3.0	2.0	3.0	5.0	4.0	2.0	6.0	2.0	78.0
autour_ADV_autour	4.0	0.0	5.0	2.0	4.0	2.0	1.0	2.0	2.0	3.0	5.0	4.0	6.0	6.0	4.0	1.0	3.0	1.0	4.0	2.0	1.0	3.0	2.0	2.0	1.0	3.0	4.0	77.0
d’une_VER:subp_d’une	1.0	2.0	3.0	4.0	2.0	2.0	3.0	3.0	3.0	7.0	2.0	3.0	6.0	2.0	0.0	2.0	3.0	5.0	2.0	3.0	4.0	4.0	2.0	3.0	1.0	2.0	3.0	77.0
c’était_VER:impf_c’était	2.0	2.0	3.0	5.0	2.0	3.0	3.0	4.0	4.0	3.0	3.0	0.0	1.0	5.0	5.0	1.0	4.0	1.0	0.0	2.0	1.0	4.0	4.0	6.0	2.0	4.0	3.0	77.0
trop_ADV_trop	1.0	5.0	3.0	1.0	2.0	0.0	1.0	3.0	5.0	2.0	4.0	1.0	3.0	3.0	3.0	3.0	1.0	2.0	6.0	3.0	6.0	1.0	4.0	5.0	2.0	4.0	1.0	75.0
petite_ADJ_petit	2.0	3.0	2.0	3.0	1.0	8.0	3.0	4.0	1.0	4.0	2.0	3.0	3.0	7.0	1.0	2.0	2.0	0.0	1.0	0.0	4.0	3.0	5.0	1.0	2.0	1.0	7.0	75.0
s’en_NOM_s’en	1.0	3.0	4.0	3.0	1.0	0.0	2.0	5.0	4.0	2.0	4.0	4.0	4.0	3.0	2.0	3.0	1.0	1.0	2.0	1.0	4.0	5.0	4.0	3.0	3.0	0.0	5.0	74.0
porte_NOM_porte	4.0	1.0	2.0	4.0	2.0	12.0	4.0	3.0	3.0	3.0	1.0	1.0	3.0	1.0	2.0	0.0	4.0	3.0	2.0	2.0	4.0	2.0	2.0	3.0	3.0	2.0	1.0	74.0
jours_NOM_jour	1.0	9.0	4.0	3.0	3.0	4.0	2.0	0.0	4.0	1.0	2.0	2.0	2.0	0.0	9.0	7.0	2.0	2.0	0.0	4.0	2.0	2.0	3.0	1.0	0.0	2.0	3.0	74.0
place_NOM_place	1.0	0.0	0.0	2.0	3.0	6.0	5.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	2.0	3.0	3.0	5.0	1.0	1.0	6.0	3.0	1.0	2.0	74.0
cela_PRO:DEM_cela	2.0	3.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	3.0	5.0	1.0	3.0	2.0	6.0	8.0	4.0	4.0	1.0	4.0	2.0	3.0	4.0	3.0	2.0	4.0	1.0	73.0
terre_NOM_terre	3.0	3.0	3.0	2.0	3.0	3.0	3.0	5.0	3.0	2.0	3.0	4.0	5.0	0.0	2.0	2.0	5.0	1.0	2.0	3.0	4.0	0.0	0.0	0.0	3.0	4.0	5.0	73.0
mon_DET:POS_mon	0.0	4.0	0.0	1.0	1.0	1.0	4.0	0.0	5.0	2.0	5.0	1.0	5.0	5.0	3.0	4.0	3.0	2.0	2.0	2.0	4.0	2.0	3.0	2.0	5.0	4.0	2.0	72.0
eut_VER:simp_avoir	3.0	2.0	6.0	1.0	4.0	0.0	2.0	2.0	2.0	5.0	1.0	3.0	2.0	1.0	1.0	3.0	3.0	3.0	2.0	0.0	0.0	5.0	3.0	2.0	3.0	4.0	8.0	71.0
monde_NOM_monde	4.0	3.0	3.0	4.0	7.0	1.0	2.0	3.0	0.0	1.0	2.0	4.0	2.0	4.0	2.0	4.0	2.0	5.0	0.0	5.0	2.0	2.0	1.0	2.0	2.0	3.0	1.0	71.0
n’est_NOM_n’est	0.0	2.0	0.0	0.0	1.0	1.0	4.0	0.0	5.0	2.0	6.0	3.0	2.0	3.0	1.0	6.0	2.0	3.0	6.0	3.0	4.0	4.0	2.0	1.0	8.0	2.0	0.0	71.0
avaient_VER:impf_avoir	0.0	5.0	8.0	8.0	5.0	2.0	3.0	6.0	0.0	1.0	2.0	7.0	0.0	1.0	4.0	2.0	0.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	1.0	4.0	3.0	71.0
chambre_NOM_chambre	3.0	2.0	2.0	0.0	3.0	1.0	4.0	4.0	2.0	4.0	0.0	0.0	3.0	2.0	1.0	0.0	5.0	0.0	3.0	1.0	6.0	2.0	6.0	2.0	5.0	6.0	2.0	69.0
mit_VER:simp_mettre	5.0	2.0	1.0	1.0	5.0	0.0	1.0	4.0	3.0	4.0	3.0	1.0	2.0	1.0	0.0	4.0	2.0	3.0	3.0	5.0	0.0	1.0	3.0	4.0	3.0	4.0	3.0	68.0
jusqu’à_NOM_jusqu’à	2.0	2.0	3.0	1.0	2.0	4.0	4.0	4.0	3.0	6.0	2.0	1.0	1.0	2.0	4.0	2.0	2.0	0.0	3.0	1.0	3.0	4.0	3.0	0.0	2.0	4.0	3.0	68.0
moi_PRO:PER_moi	0.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	7.0	4.0	7.0	1.0	1.0	2.0	3.0	6.0	1.0	1.0	5.0	5.0	0.0	3.0	4.0	5.0	2.0	1.0	2.0	67.0
semblait_VER:impf_sembler	1.0	1.0	1.0	5.0	3.0	4.0	1.0	3.0	7.0	2.0	2.0	0.0	3.0	2.0	2.0	2.0	2.0	4.0	4.0	2.0	4.0	3.0	1.0	3.0	1.0	3.0	1.0	67.0
enfin_ADV_enfin	2.0	4.0	1.0	2.0	5.0	3.0	1.0	4.0	4.0	2.0	1.0	3.0	2.0	4.0	5.0	3.0	1.0	1.0	1.0	2.0	3.0	0.0	6.0	2.0	0.0	2.0	3.0	67.0
n’avait_VER:impf_n’avait	4.0	4.0	4.0	4.0	1.0	0.0	1.0	2.0	4.0	0.0	1.0	3.0	4.0	4.0	3.0	1.0	4.0	1.0	1.0	0.0	2.0	2.0	5.0	2.0	2.0	2.0	5.0	66.0
bout_NOM_bout	3.0	5.0	3.0	5.0	5.0	3.0	5.0	1.0	3.0	4.0	2.0	2.0	3.0	4.0	0.0	2.0	1.0	1.0	1.0	0.0	3.0	2.0	0.0	4.0	1.0	3.0	0.0	66.0
venait_VER:impf_venir	4.0	4.0	2.0	1.0	2.0	1.0	3.0	3.0	7.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	2.0	1.0	1.0	3.0	3.0	2.0	1.0	1.0	2.0	4.0	6.0	66.0
Madame_NAM_Madame	3.0	0.0	1.0	1.0	2.0	0.0	6.0	3.0	4.0	7.0	4.0	1.0	2.0	0.0	2.0	1.0	7.0	2.0	4.0	5.0	2.0	1.0	3.0	1.0	1.0	0.0	2.0	65.0
Ce_PRO:DEM_ce	1.0	3.0	1.0	0.0	2.0	3.0	4.0	1.0	6.0	5.0	5.0	0.0	0.0	1.0	3.0	1.0	2.0	0.0	4.0	5.0	3.0	7.0	2.0	2.0	1.0	1.0	2.0	65.0
jamais_ADV_jamais	1.0	2.0	3.0	3.0	2.0	0.0	1.0	1.0	0.0	2.0	1.0	2.0	3.0	3.0	7.0	3.0	2.0	2.0	3.0	3.0	3.0	1.0	3.0	3.0	5.0	1.0	4.0	64.0
tandis_KON_tandis	2.0	3.0	2.0	3.0	2.0	2.0	1.0	2.0	3.0	2.0	3.0	4.0	2.0	1.0	1.0	2.0	2.0	6.0	2.0	3.0	4.0	2.0	0.0	4.0	3.0	2.0	1.0	64.0
père_NOM_père	3.0	16.0	8.0	1.0	1.0	1.0	2.0	5.0	3.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	3.0	2.0	0.0	3.0	0.0	1.0	2.0	2.0	1.0	2.0	3.0	64.0
moins_ADV_moins	0.0	3.0	0.0	0.0	2.0	1.0	3.0	2.0	0.0	2.0	2.0	1.0	1.0	5.0	1.0	3.0	2.0	7.0	2.0	4.0	2.0	4.0	6.0	4.0	3.0	1.0	3.0	64.0
Un_DET:ART_un	1.0	0.0	2.0	5.0	5.0	3.0	5.0	4.0	1.0	1.0	1.0	2.0	5.0	1.0	0.0	0.0	2.0	3.0	1.0	2.0	3.0	6.0	2.0	3.0	2.0	1.0	2.0	63.0
Quand_KON_quand	3.0	3.0	3.0	8.0	4.0	2.0	3.0	2.0	2.0	3.0	2.0	1.0	4.0	1.0	6.0	1.0	3.0	0.0	1.0	1.0	2.0	0.0	3.0	2.0	1.0	1.0	1.0	63.0
sont_VER:pres_être	2.0	2.0	0.0	0.0	1.0	7.0	0.0	1.0	7.0	2.0	3.0	7.0	8.0	1.0	2.0	1.0	2.0	4.0	2.0	0.0	4.0	1.0	0.0	1.0	1.0	1.0	3.0	63.0
grands_ADJ_grand	2.0	3.0	3.0	5.0	4.0	1.0	1.0	3.0	3.0	1.0	1.0	3.0	2.0	1.0	2.0	2.0	3.0	4.0	2.0	5.0	3.0	2.0	1.0	0.0	1.0	4.0	1.0	63.0
bonne_ADJ_bon	5.0	4.0	3.0	1.0	4.0	2.0	1.0	3.0	2.0	2.0	1.0	1.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	3.0	4.0	1.0	5.0	1.0	0.0	3.0	62.0
cœur_NOM_cœur	2.0	1.0	6.0	7.0	3.0	1.0	1.0	2.0	4.0	1.0	1.0	0.0	2.0	3.0	0.0	5.0	5.0	3.0	2.0	2.0	1.0	0.0	3.0	1.0	3.0	2.0	1.0	62.0
chaque_PRO:IND_chaque	3.0	2.0	0.0	0.0	7.0	2.0	1.0	4.0	2.0	1.0	1.0	2.0	3.0	2.0	4.0	2.0	0.0	1.0	2.0	1.0	2.0	4.0	4.0	2.0	3.0	3.0	4.0	62.0
petit_ADJ_petit	5.0	2.0	5.0	2.0	3.0	3.0	0.0	1.0	0.0	0.0	3.0	2.0	4.0	1.0	3.0	4.0	1.0	4.0	1.0	4.0	5.0	1.0	2.0	0.0	1.0	2.0	3.0	62.0
tant_ADV_tant	1.0	4.0	0.0	2.0	1.0	1.0	3.0	1.0	2.0	4.0	2.0	2.0	1.0	0.0	5.0	3.0	4.0	1.0	2.0	3.0	2.0	3.0	3.0	2.0	3.0	4.0	2.0	61.0
reprit_VER:simp_reprendre	2.0	2.0	1.0	1.0	0.0	1.0	6.0	5.0	4.0	2.0	4.0	3.0	1.0	2.0	0.0	2.0	2.0	2.0	1.0	2.0	2.0	4.0	1.0	5.0	2.0	3.0	1.0	61.0
Rouen_NAM_Rouen	2.0	2.0	0.0	1.0	1.0	4.0	2.0	3.0	1.0	9.0	2.0	0.0	1.0	2.0	2.0	1.0	3.0	4.0	2.0	2.0	2.0	6.0	3.0	0.0	1.0	1.0	4.0	61.0
disait_VER:impf_dire	3.0	3.0	1.0	6.0	1.0	0.0	2.0	1.0	1.0	3.0	3.0	3.0	1.0	4.0	4.0	1.0	2.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	2.0	6.0	1.0	61.0
été_VER:pper_être	1.0	6.0	3.0	4.0	0.0	2.0	3.0	1.0	3.0	2.0	3.0	2.0	3.0	2.0	1.0	4.0	1.0	0.0	4.0	2.0	1.0	2.0	4.0	3.0	1.0	1.0	1.0	60.0
-là_ADV_là	0.0	3.0	4.0	3.0	2.0	1.0	0.0	3.0	4.0	3.0	5.0	5.0	2.0	4.0	2.0	1.0	2.0	3.0	2.0	1.0	0.0	4.0	0.0	1.0	0.0	2.0	3.0	60.0
non_ADV_non	0.0	2.0	2.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0	5.0	3.0	4.0	1.0	8.0	4.0	3.0	4.0	3.0	2.0	2.0	3.0	0.0	2.0	4.0	1.0	60.0
doute_NOM_doute	2.0	3.0	1.0	2.0	0.0	1.0	4.0	1.0	4.0	0.0	1.0	1.0	4.0	1.0	0.0	2.0	2.0	3.0	6.0	2.0	2.0	4.0	5.0	3.0	2.0	2.0	2.0	60.0
autres_ADJ_autre	0.0	0.0	2.0	4.0	5.0	2.0	2.0	0.0	4.0	1.0	4.0	4.0	1.0	2.0	2.0	3.0	2.0	3.0	0.0	1.0	3.0	1.0	5.0	2.0	1.0	5.0	1.0	60.0
avoir_VER:infi_avoir	1.0	3.0	3.0	0.0	1.0	1.0	4.0	2.0	3.0	0.0	2.0	0.0	0.0	3.0	6.0	2.0	1.0	2.0	5.0	5.0	1.0	4.0	2.0	0.0	2.0	1.0	6.0	60.0
-moi_PRO:PER_moi	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	4.0	2.0	0.0	4.0	5.0	5.0	7.0	0.0	3.0	2.0	2.0	2.0	3.0	2.0	4.0	6.0	3.0	0.0	60.0
aussi_ADV_aussi	0.0	3.0	2.0	3.0	1.0	2.0	2.0	5.0	3.0	0.0	0.0	4.0	1.0	3.0	9.0	4.0	3.0	0.0	1.0	1.0	1.0	3.0	3.0	1.0	0.0	2.0	2.0	59.0
qu’on_NOM_qu’on	2.0	3.0	6.0	2.0	2.0	2.0	3.0	3.0	0.0	3.0	0.0	1.0	2.0	2.0	3.0	2.0	6.0	1.0	1.0	2.0	0.0	3.0	1.0	2.0	1.0	5.0	1.0	59.0
quelques_PRO:IND_quelque	0.0	2.0	1.0	2.0	3.0	3.0	3.0	7.0	1.0	1.0	4.0	2.0	1.0	3.0	2.0	5.0	1.0	0.0	2.0	2.0	0.0	1.0	5.0	0.0	2.0	4.0	2.0	59.0
