	Dickens_Barnaby	Dickens_Cricket	Dickens_Dombey	sum
whispered	49.0	5.0	38.0	92.0
further	45.0	1.0	46.0	92.0
different	30.0	4.0	58.0	92.0
lying	22.0	4.0	65.0	91.0
giving	33.0	3.0	55.0	91.0
fast	41.0	3.0	47.0	91.0
forward	53.0	3.0	35.0	91.0
surprise	43.0	3.0	44.0	90.0
broken	35.0	6.0	49.0	90.0
city	40.0	0.0	50.0	90.0
handsome	30.0	4.0	56.0	90.0
teeth	18.0	0.0	72.0	90.0
neck	30.0	4.0	55.0	89.0
delight	29.0	5.0	55.0	89.0
greater	39.0	3.0	47.0	89.0
die	51.0	4.0	34.0	89.0
across	35.0	4.0	50.0	89.0
five	51.0	6.0	32.0	89.0
carriage	16.0	0.0	73.0	89.0
sake	37.0	10.0	41.0	88.0
dog	43.0	6.0	39.0	88.0
pass	50.0	2.0	36.0	88.0
outside	29.0	5.0	54.0	88.0
seat	42.0	6.0	40.0	88.0
try	34.0	3.0	51.0	88.0
gentle	32.0	8.0	48.0	88.0
desire	55.0	2.0	30.0	87.0
gay	16.0	5.0	66.0	87.0
smiling	39.0	2.0	45.0	86.0
several	34.0	1.0	51.0	86.0
met	36.0	4.0	46.0	86.0
widow	77.0	0.0	9.0	86.0
clear	39.0	4.0	43.0	86.0
knowledge	22.0	6.0	58.0	86.0
fixed	37.0	5.0	44.0	86.0
louisa	0.0	0.0	86.0	86.0
four	39.0	7.0	40.0	86.0
listening	40.0	7.0	38.0	85.0
beauty	14.0	2.0	69.0	85.0
fair	33.0	5.0	47.0	85.0
ear	46.0	9.0	30.0	85.0
wall	37.0	1.0	46.0	84.0
hours	39.0	5.0	40.0	84.0
piece	31.0	5.0	48.0	84.0
bent	30.0	3.0	51.0	84.0
below	39.0	2.0	43.0	84.0
trembling	26.0	5.0	53.0	84.0
expressed	23.0	1.0	60.0	84.0
walking	33.0	4.0	47.0	84.0
private	38.0	1.0	44.0	83.0
passing	36.0	0.0	47.0	83.0
pray	31.0	2.0	50.0	83.0
trouble	35.0	9.0	39.0	83.0
stairs	37.0	1.0	45.0	83.0
view	33.0	4.0	46.0	83.0
dull	43.0	5.0	35.0	83.0
step	29.0	11.0	43.0	83.0
seeing	41.0	1.0	40.0	82.0
sea	16.0	0.0	66.0	82.0
pause	40.0	1.0	41.0	82.0
mistress	27.0	10.0	45.0	82.0
exclaimed	23.0	11.0	48.0	82.0
companion	43.0	3.0	36.0	82.0
marriage	7.0	8.0	67.0	82.0
instead	28.0	0.0	54.0	82.0
minutes	40.0	10.0	32.0	82.0
become	24.0	2.0	56.0	82.0
longer	37.0	2.0	43.0	82.0
rooms	22.0	1.0	59.0	82.0
dropped	37.0	2.0	43.0	82.0
exactly	19.0	5.0	58.0	82.0
finding	37.0	2.0	42.0	81.0
admiration	24.0	5.0	52.0	81.0
talking	42.0	6.0	33.0	81.0
expected	26.0	2.0	53.0	81.0
favour	34.0	1.0	46.0	81.0
wild	34.0	5.0	42.0	81.0
run	32.0	5.0	44.0	81.0
sweet	14.0	4.0	63.0	81.0
[	0.0	80.0	0.0	80.0
white	20.0	3.0	57.0	80.0
blood	46.0	1.0	33.0	80.0
moved	35.0	6.0	39.0	80.0
presently	29.0	6.0	45.0	80.0
perfect	34.0	4.0	42.0	80.0
busy	32.0	13.0	35.0	80.0
touch	24.0	1.0	55.0	80.0
floor	38.0	5.0	37.0	80.0
closed	40.0	2.0	37.0	79.0
wide	31.0	6.0	42.0	79.0
blue	28.0	7.0	44.0	79.0
fancy	33.0	2.0	44.0	79.0
mere	39.0	1.0	39.0	79.0
madam	14.0	0.0	64.0	78.0
affection	15.0	3.0	60.0	78.0
coat	26.0	9.0	43.0	78.0
slight	32.0	2.0	44.0	78.0
forgotten	27.0	6.0	45.0	78.0
asleep	41.0	8.0	29.0	78.0
shadow	27.0	6.0	44.0	77.0
shop	16.0	0.0	61.0	77.0
forget	15.0	5.0	57.0	77.0
hurried	36.0	4.0	37.0	77.0
acquaintance	24.0	3.0	50.0	77.0
honest	42.0	7.0	28.0	77.0
quick	30.0	6.0	41.0	77.0
besides	38.0	6.0	33.0	77.0
notice	39.0	3.0	35.0	77.0
directly	57.0	4.0	16.0	77.0
obliged	21.0	1.0	54.0	76.0
faces	45.0	2.0	29.0	76.0
cheerful	42.0	12.0	22.0	76.0
to-day	35.0	5.0	36.0	76.0
distant	38.0	1.0	37.0	76.0
spot	51.0	2.0	23.0	76.0
speech	40.0	1.0	35.0	76.0
pale	30.0	3.0	43.0	76.0
running	31.0	11.0	34.0	76.0
worse	33.0	5.0	38.0	76.0
bold	40.0	4.0	31.0	75.0
weather	24.0	9.0	42.0	75.0
fro	43.0	4.0	28.0	75.0
steps	44.0	2.0	29.0	75.0
bound	35.0	3.0	37.0	75.0
society	38.0	2.0	35.0	75.0
sharp	21.0	8.0	46.0	75.0
goodness	22.0	6.0	47.0	75.0
satisfaction	16.0	1.0	58.0	75.0
tea	23.0	6.0	46.0	75.0
retorted	36.0	0.0	39.0	75.0
bird	37.0	2.0	35.0	74.0
sent	33.0	3.0	38.0	74.0
keeping	35.0	5.0	34.0	74.0
number	36.0	4.0	34.0	74.0
ladies	21.0	3.0	50.0	74.0
houses	48.0	1.0	25.0	74.0
died	31.0	2.0	41.0	74.0
breakfast	17.0	1.0	56.0	74.0
devil	52.0	3.0	19.0	74.0
year	34.0	4.0	36.0	74.0
stopping	31.0	3.0	40.0	74.0
resumed	29.0	1.0	44.0	74.0
rioters	74.0	0.0	0.0	74.0
wait	38.0	1.0	34.0	73.0
touched	20.0	5.0	48.0	73.0
midshipman	0.0	0.0	73.0	73.0
innocent	12.0	8.0	53.0	73.0
towlinson	0.0	0.0	73.0	73.0
age	31.0	5.0	37.0	73.0
meaning	33.0	4.0	36.0	73.0
caught	37.0	2.0	34.0	73.0
otherwise	25.0	4.0	44.0	73.0
pocket	31.0	4.0	38.0	73.0
considered	28.0	5.0	40.0	73.0
rich	32.0	0.0	40.0	72.0
ten	28.0	4.0	40.0	72.0
drawing	30.0	3.0	39.0	72.0
precious	23.0	8.0	41.0	72.0
chicken	2.0	0.0	70.0	72.0
effort	27.0	0.0	45.0	72.0
force	48.0	4.0	20.0	72.0
public	42.0	2.0	28.0	72.0
human	30.0	4.0	37.0	71.0
grave	28.0	1.0	42.0	71.0
supposed	28.0	4.0	39.0	71.0
action	33.0	3.0	35.0	71.0
places	38.0	2.0	31.0	71.0
scarcely	34.0	5.0	32.0	71.0
cut	26.0	3.0	42.0	71.0
earnest	29.0	4.0	38.0	71.0
broad	41.0	2.0	28.0	71.0
broke	26.0	5.0	40.0	71.0
seem	27.0	2.0	42.0	71.0
roof	41.0	5.0	24.0	70.0
various	41.0	3.0	26.0	70.0
save	48.0	2.0	20.0	70.0
necessary	22.0	4.0	44.0	70.0
solemn	27.0	2.0	41.0	70.0
joy	21.0	8.0	41.0	70.0
mention	22.0	7.0	41.0	70.0
hot	37.0	0.0	33.0	70.0
plainly	33.0	6.0	30.0	69.0
barnet	0.0	0.0	69.0	69.0
yours	36.0	6.0	27.0	69.0
wickam	0.0	0.0	69.0	69.0
watching	24.0	6.0	39.0	69.0
hastily	41.0	3.0	25.0	69.0
leaving	33.0	2.0	34.0	69.0
able	16.0	2.0	51.0	69.0
ought	24.0	5.0	40.0	69.0
extraordinary	17.0	1.0	51.0	69.0
passage	37.0	2.0	30.0	69.0
hangman	69.0	0.0	0.0	69.0
reference	25.0	3.0	41.0	69.0
disposed	32.0	1.0	36.0	69.0
fine	43.0	0.0	25.0	68.0
order	43.0	3.0	22.0	68.0
consider	21.0	3.0	44.0	68.0
iron	38.0	4.0	26.0	68.0
pipe	29.0	14.0	25.0	68.0
generally	12.0	6.0	50.0	68.0
watched	23.0	1.0	44.0	68.0
condition	36.0	1.0	31.0	68.0
wore	38.0	1.0	29.0	68.0
knowing	32.0	2.0	34.0	68.0
regard	27.0	3.0	38.0	68.0
merely	14.0	3.0	51.0	68.0
opposite	22.0	1.0	45.0	68.0
faint	34.0	4.0	29.0	67.0
arrived	29.0	1.0	37.0	67.0
top	28.0	6.0	33.0	67.0
filled	42.0	5.0	20.0	67.0
jail	66.0	0.0	1.0	67.0
dust	23.0	1.0	43.0	67.0
fallen	26.0	2.0	39.0	67.0
loss	36.0	2.0	29.0	67.0
harm	42.0	3.0	22.0	67.0
false	22.0	5.0	40.0	67.0
consequence	17.0	4.0	45.0	66.0
six	21.0	7.0	38.0	66.0
misses	0.0	0.0	66.0	66.0
somebody	23.0	6.0	37.0	66.0
meant	23.0	4.0	39.0	66.0
remarkable	25.0	3.0	38.0	66.0
dread	26.0	1.0	39.0	66.0
consideration	22.0	3.0	41.0	66.0
degree	39.0	1.0	26.0	66.0
dressed	18.0	3.0	45.0	66.0
addressed	26.0	3.0	37.0	66.0
peace	42.0	2.0	22.0	66.0
carry	32.0	5.0	29.0	66.0
bade	45.0	0.0	21.0	66.0
impossible	40.0	2.0	23.0	65.0
plain	25.0	5.0	35.0	65.0
hall	15.0	0.0	50.0	65.0
ran	36.0	1.0	28.0	65.0
assure	26.0	2.0	37.0	65.0
staring	22.0	3.0	40.0	65.0
heads	39.0	0.0	26.0	65.0
greatly	13.0	1.0	51.0	65.0
pair	18.0	4.0	43.0	65.0
laughed	25.0	12.0	28.0	65.0
burst	29.0	4.0	32.0	65.0
bertha	0.0	65.0	0.0	65.0
hearing	33.0	1.0	30.0	64.0
withdrew	26.0	2.0	36.0	64.0
laying	30.0	1.0	33.0	64.0
persons	42.0	3.0	19.0	64.0
nose	20.0	5.0	39.0	64.0
getting	17.0	9.0	38.0	64.0
thousand	32.0	1.0	31.0	64.0
downstairs	13.0	0.0	51.0	64.0
whisper	26.0	3.0	35.0	64.0
darkness	38.0	4.0	22.0	64.0
easily	34.0	5.0	25.0	64.0
forced	39.0	1.0	23.0	63.0
o'clock	29.0	0.0	34.0	63.0
emma	63.0	0.0	0.0	63.0
alive	33.0	6.0	24.0	63.0
pace	40.0	4.0	19.0	63.0
reached	41.0	2.0	20.0	63.0
dreadful	29.0	2.0	32.0	63.0
women	38.0	2.0	23.0	63.0
coach	15.0	1.0	47.0	63.0
unless	33.0	1.0	29.0	63.0
grew	34.0	5.0	24.0	63.0
started	27.0	2.0	34.0	63.0
continued	23.0	2.0	38.0	63.0
living	21.0	5.0	36.0	62.0
gently	25.0	2.0	35.0	62.0
raising	34.0	0.0	28.0	62.0
falling	28.0	6.0	28.0	62.0
skettles	0.0	0.0	62.0	62.0
shake	25.0	2.0	35.0	62.0
kiss	13.0	5.0	44.0	62.0
property	19.0	2.0	41.0	62.0
sky	35.0	2.0	25.0	62.0
servant	26.0	0.0	36.0	62.0
glanced	35.0	3.0	24.0	62.0
waited	41.0	1.0	20.0	62.0
calling	33.0	2.0	27.0	62.0
habit	9.0	0.0	53.0	62.0
safe	34.0	3.0	25.0	62.0
influence	25.0	3.0	34.0	62.0
book	20.0	2.0	40.0	62.0
laugh	32.0	6.0	24.0	62.0
smiled	25.0	1.0	35.0	61.0
likely	18.0	2.0	41.0	61.0
diogenes	0.0	0.0	61.0	61.0
alice	0.0	0.0	61.0	61.0
trees	31.0	2.0	28.0	61.0
fond	16.0	4.0	41.0	61.0
follow	33.0	0.0	28.0	61.0
sudden	23.0	2.0	36.0	61.0
flowers	13.0	6.0	42.0	61.0
hung	29.0	5.0	27.0	61.0
story	24.0	3.0	34.0	61.0
paper	23.0	5.0	33.0	61.0
dearest	2.0	1.0	57.0	60.0
muttered	35.0	7.0	18.0	60.0
boys	25.0	2.0	33.0	60.0
angry	17.0	4.0	39.0	60.0
rough	29.0	6.0	25.0	60.0
journey	24.0	3.0	33.0	60.0
nodded	29.0	3.0	28.0	60.0
quarter	32.0	2.0	26.0	60.0
twenty	34.0	3.0	23.0	60.0
latter	30.0	2.0	28.0	60.0
remembered	20.0	8.0	32.0	60.0
circumstance	41.0	2.0	17.0	60.0
following	27.0	0.0	33.0	60.0
resolved	21.0	0.0	39.0	60.0
golden	32.0	3.0	25.0	60.0
stay	28.0	3.0	28.0	59.0
visit	13.0	3.0	43.0	59.0
darling	8.0	5.0	46.0	59.0
lead	32.0	1.0	26.0	59.0
listened	26.0	1.0	32.0	59.0
break	32.0	4.0	23.0	59.0
engaged	21.0	3.0	35.0	59.0
mad	35.0	2.0	22.0	59.0
wanted	28.0	2.0	29.0	59.0
sought	24.0	1.0	34.0	59.0
chance	28.0	1.0	30.0	59.0
chamber	30.0	2.0	27.0	59.0
youth	18.0	2.0	38.0	58.0
everybody	22.0	9.0	27.0	58.0
rendered	24.0	2.0	32.0	58.0
existence	31.0	1.0	26.0	58.0
miserable	27.0	2.0	29.0	58.0
terrible	29.0	0.0	29.0	58.0
soldiers	55.0	0.0	3.0	58.0
lighted	27.0	2.0	29.0	58.0
younger	11.0	5.0	42.0	58.0
suffered	25.0	2.0	31.0	58.0
dream	23.0	2.0	33.0	58.0
particularly	19.0	4.0	34.0	57.0
whenever	16.0	3.0	38.0	57.0
emotion	14.0	2.0	41.0	57.0
frightened	23.0	4.0	30.0	57.0
appear	15.0	0.0	42.0	57.0
books	7.0	3.0	47.0	57.0
dignity	23.0	2.0	32.0	57.0
difficulty	16.0	1.0	39.0	56.0
twice	28.0	3.0	25.0	56.0
loud	37.0	5.0	14.0	56.0
solitary	19.0	2.0	35.0	56.0
extremely	23.0	0.0	33.0	56.0
gracious	22.0	5.0	29.0	56.0
rode	34.0	0.0	22.0	56.0
likewise	30.0	3.0	23.0	56.0
mentioned	18.0	0.0	38.0	56.0
believed	17.0	4.0	35.0	56.0
noble	35.0	6.0	15.0	56.0
threw	34.0	1.0	21.0	56.0
presented	16.0	1.0	38.0	55.0
apart	33.0	2.0	20.0	55.0
promise	21.0	2.0	32.0	55.0
tender	18.0	2.0	35.0	55.0
straight	30.0	5.0	20.0	55.0
stone	28.0	2.0	25.0	55.0
steady	16.0	3.0	36.0	55.0
bonnet	4.0	0.0	51.0	55.0
wine	23.0	0.0	32.0	55.0
yesterday	29.0	2.0	24.0	55.0
former	25.0	2.0	28.0	55.0
formed	32.0	2.0	21.0	55.0
tall	23.0	2.0	30.0	55.0
interposed	23.0	4.0	28.0	55.0
ship	1.0	1.0	53.0	55.0
melancholy	15.0	1.0	39.0	55.0
beneath	24.0	1.0	29.0	54.0
clock	17.0	14.0	23.0	54.0
bending	12.0	2.0	40.0	54.0
liberty	21.0	1.0	32.0	54.0
send	16.0	3.0	35.0	54.0
charge	20.0	2.0	32.0	54.0
pointing	23.0	3.0	28.0	54.0
happiness	22.0	3.0	29.0	54.0
shoulders	26.0	3.0	25.0	54.0
gold	29.0	2.0	23.0	54.0
empty	26.0	0.0	28.0	54.0
direction	24.0	3.0	27.0	54.0
real	23.0	7.0	24.0	54.0
wooden	15.0	4.0	35.0	54.0
sooner	24.0	6.0	24.0	54.0
danger	31.0	1.0	22.0	54.0
spare	19.0	8.0	27.0	54.0
anxious	24.0	3.0	27.0	54.0
lonely	16.0	6.0	31.0	53.0
surprised	20.0	2.0	31.0	53.0
truly	11.0	3.0	39.0	53.0
thrown	28.0	0.0	25.0	53.0
bit	19.0	2.0	32.0	53.0
hoped	29.0	4.0	20.0	53.0
abroad	31.0	0.0	22.0	53.0
receive	10.0	1.0	42.0	53.0
week	14.0	0.0	39.0	53.0
altered	20.0	3.0	30.0	53.0
voices	33.0	2.0	18.0	53.0
wretched	24.0	1.0	28.0	53.0
warm	21.0	3.0	29.0	53.0
usually	21.0	1.0	31.0	53.0
good-bye	7.0	6.0	40.0	53.0
unusual	18.0	3.0	32.0	53.0
peerybingle	0.0	53.0	0.0	53.0
memory	18.0	0.0	34.0	52.0
rain	16.0	3.0	33.0	52.0
bottom	12.0	3.0	37.0	52.0
furniture	23.0	1.0	28.0	52.0
thoughtful	14.0	7.0	31.0	52.0
bell	32.0	0.0	20.0	52.0
shining	19.0	3.0	30.0	52.0
reflection	18.0	1.0	33.0	52.0
beginning	17.0	3.0	32.0	52.0
muster	52.0	0.0	0.0	52.0
throat	22.0	2.0	28.0	52.0
green	25.0	3.0	24.0	52.0
intelligence	17.0	0.0	35.0	52.0
england	31.0	0.0	21.0	52.0
countenance	17.0	2.0	33.0	52.0
meeting	25.0	1.0	26.0	52.0
guest	42.0	1.0	9.0	52.0
makes	20.0	4.0	27.0	51.0
prison	50.0	0.0	1.0	51.0
ill	20.0	1.0	30.0	51.0
cheek	18.0	2.0	31.0	51.0
cheer	17.0	1.0	33.0	51.0
bosom	6.0	0.0	45.0	51.0
key	41.0	0.0	10.0	51.0
slow	20.0	9.0	22.0	51.0
nurse	4.0	3.0	44.0	51.0
suggested	15.0	4.0	32.0	51.0
music	14.0	9.0	28.0	51.0
prepared	25.0	3.0	23.0	51.0
pavement	32.0	1.0	18.0	51.0
orders	24.0	1.0	26.0	51.0
candle	23.0	4.0	24.0	51.0
note	20.0	2.0	28.0	50.0
covered	17.0	1.0	32.0	50.0
pity	22.0	2.0	26.0	50.0
smoke	27.0	3.0	20.0	50.0
news	22.0	0.0	28.0	50.0
accustomed	23.0	0.0	27.0	50.0
stick	30.0	0.0	20.0	50.0
shone	26.0	3.0	21.0	50.0
moments	18.0	1.0	31.0	50.0
office	16.0	0.0	34.0	50.0
lie	19.0	2.0	29.0	50.0
grey	18.0	5.0	27.0	50.0
glazed	1.0	0.0	49.0	50.0
removed	20.0	2.0	28.0	50.0
sympathy	17.0	2.0	31.0	50.0
observe	17.0	4.0	29.0	50.0
affected	15.0	1.0	34.0	50.0
court	29.0	0.0	21.0	50.0
worth	23.0	1.0	26.0	50.0
worthy	29.0	2.0	19.0	50.0
terms	26.0	3.0	21.0	50.0
around	15.0	2.0	33.0	50.0
burning	29.0	1.0	20.0	50.0
sorrow	9.0	4.0	36.0	49.0
midst	26.0	2.0	21.0	49.0
picture	13.0	3.0	33.0	49.0
begin	15.0	4.0	30.0	49.0
gradually	14.0	1.0	34.0	49.0
play	11.0	5.0	33.0	49.0
required	20.0	4.0	25.0	49.0
hearth	10.0	31.0	8.0	49.0
welcome	20.0	7.0	22.0	49.0
horses	17.0	2.0	30.0	49.0
remembrance	1.0	4.0	44.0	49.0
possibly	21.0	0.0	28.0	49.0
dare	23.0	2.0	24.0	49.0
remark	29.0	1.0	19.0	49.0
weak	15.0	3.0	31.0	49.0
naturally	14.0	3.0	32.0	49.0
expect	17.0	2.0	30.0	49.0
delighted	19.0	2.0	28.0	49.0
uttered	24.0	4.0	21.0	49.0
unconscious	21.0	4.0	24.0	49.0
knees	27.0	3.0	19.0	49.0
forehead	14.0	2.0	33.0	49.0
blow	14.0	5.0	30.0	49.0
passion	13.0	5.0	31.0	49.0
parting	19.0	1.0	29.0	49.0
observation	12.0	3.0	34.0	49.0
cricket	1.0	48.0	0.0	49.0
lest	16.0	1.0	32.0	49.0
matters	28.0	1.0	19.0	48.0
thrust	31.0	1.0	16.0	48.0
conduct	21.0	2.0	25.0	48.0
difficult	26.0	1.0	21.0	48.0
beat	25.0	5.0	18.0	48.0
returning	19.0	4.0	25.0	48.0
gazing	22.0	0.0	26.0	48.0
questions	23.0	1.0	24.0	48.0
pressed	22.0	2.0	24.0	48.0
drawn	25.0	2.0	21.0	48.0
worst	34.0	2.0	12.0	48.0
lives	21.0	2.0	25.0	48.0
sad	24.0	4.0	20.0	48.0
constant	20.0	5.0	23.0	48.0
choice	12.0	4.0	32.0	48.0
understood	13.0	3.0	32.0	48.0
mob	48.0	0.0	0.0	48.0
listen	25.0	4.0	19.0	48.0
forgive	10.0	3.0	34.0	47.0
daily	5.0	2.0	40.0	47.0
bore	25.0	1.0	21.0	47.0
confusion	18.0	2.0	27.0	47.0
simon	47.0	0.0	0.0	47.0
humour	29.0	4.0	14.0	47.0
history	11.0	0.0	36.0	47.0
wear	23.0	4.0	20.0	47.0
talked	20.0	1.0	26.0	47.0
ruin	22.0	0.0	25.0	47.0
wet	12.0	1.0	34.0	47.0
opening	11.0	2.0	34.0	47.0
cruel	21.0	3.0	23.0	47.0
inclined	15.0	1.0	31.0	47.0
occasions	13.0	2.0	32.0	47.0
lose	23.0	0.0	24.0	47.0
dismal	26.0	0.0	21.0	47.0
bowed	11.0	1.0	35.0	47.0
distress	17.0	1.0	29.0	47.0
shed	30.0	1.0	16.0	47.0
aside	23.0	4.0	20.0	47.0
joseph	24.0	0.0	23.0	47.0
board	8.0	3.0	35.0	46.0
river	14.0	1.0	31.0	46.0
instrument-maker	0.0	0.0	46.0	46.0
strength	33.0	0.0	13.0	46.0
personal	23.0	1.0	22.0	46.0
bearing	25.0	3.0	18.0	46.0
mild	15.0	0.0	31.0	46.0
hook	2.0	1.0	43.0	46.0
allow	6.0	1.0	39.0	46.0
surely	25.0	4.0	17.0	46.0
calm	14.0	2.0	30.0	46.0
laughing	14.0	10.0	22.0	46.0
objects	14.0	5.0	27.0	46.0
kissed	9.0	2.0	35.0	46.0
hers	14.0	4.0	28.0	46.0
fresh	18.0	5.0	23.0	46.0
relief	15.0	6.0	25.0	46.0
born	21.0	1.0	24.0	46.0
gaze	19.0	0.0	27.0	46.0
aspect	26.0	1.0	19.0	46.0
spite	7.0	3.0	36.0	46.0
b	0.0	0.0	46.0	46.0
aloud	13.0	1.0	31.0	45.0
terror	23.0	1.0	21.0	45.0
motion	22.0	3.0	20.0	45.0
gloom	21.0	1.0	23.0	45.0
miff	0.0	0.0	45.0	45.0
leaning	21.0	3.0	21.0	45.0
pay	27.0	2.0	16.0	45.0
grief	14.0	1.0	30.0	45.0
summer	27.0	2.0	16.0	45.0
ride	26.0	0.0	19.0	45.0
finger	20.0	4.0	21.0	45.0
clothes	20.0	2.0	23.0	45.0
leaves	17.0	2.0	26.0	45.0
loose	18.0	4.0	23.0	45.0
mistake	17.0	3.0	25.0	45.0
wished	16.0	3.0	26.0	45.0
lower	20.0	4.0	21.0	45.0
utmost	32.0	0.0	13.0	45.0
stretched	20.0	2.0	23.0	45.0
approach	18.0	3.0	24.0	45.0
native	3.0	0.0	41.0	44.0
ease	23.0	0.0	21.0	44.0
mim	44.0	0.0	0.0	44.0
flight	20.0	0.0	24.0	44.0
increased	26.0	0.0	18.0	44.0
nodding	19.0	1.0	24.0	44.0
takes	4.0	4.0	36.0	44.0
learn	13.0	6.0	25.0	44.0
pockets	22.0	2.0	20.0	44.0
ways	23.0	3.0	18.0	44.0
working	15.0	5.0	24.0	44.0
bar	35.0	1.0	8.0	44.0
cook	6.0	0.0	38.0	44.0
altogether	9.0	2.0	33.0	44.0
fortune	14.0	1.0	29.0	44.0
relieved	11.0	0.0	33.0	44.0
anyone	0.0	0.0	44.0	44.0
command	25.0	0.0	19.0	44.0
front	18.0	3.0	23.0	44.0
king	37.0	1.0	6.0	44.0
colour	15.0	4.0	25.0	44.0
starting	15.0	4.0	25.0	44.0
fields	31.0	2.0	11.0	44.0
staircase	10.0	1.0	33.0	44.0
degrees	23.0	1.0	20.0	44.0
protestant	44.0	0.0	0.0	44.0
garden	20.0	1.0	23.0	44.0
steadily	18.0	0.0	26.0	44.0
pulled	24.0	0.0	20.0	44.0
agreeable	15.0	7.0	22.0	44.0
blessed	21.0	5.0	18.0	44.0
excuse	23.0	1.0	20.0	44.0
rubbing	18.0	0.0	26.0	44.0
hopes	9.0	0.0	35.0	44.0
opportunity	15.0	0.0	29.0	44.0
scene	22.0	0.0	21.0	43.0
patron	14.0	0.0	29.0	43.0
worn	17.0	3.0	23.0	43.0
moving	22.0	1.0	20.0	43.0
fit	22.0	2.0	19.0	43.0
mrs.	0.0	43.0	0.0	43.0
credit	13.0	1.0	29.0	43.0
moral	23.0	1.0	19.0	43.0
crying	22.0	3.0	18.0	43.0
produced	11.0	0.0	32.0	43.0
loving	10.0	3.0	30.0	43.0
image	9.0	5.0	29.0	43.0
afternoon	14.0	5.0	24.0	43.0
pain	16.0	2.0	25.0	43.0
intended	17.0	3.0	23.0	43.0
settled	23.0	1.0	19.0	43.0
cries	25.0	0.0	18.0	43.0
sim	43.0	0.0	0.0	43.0
sigh	15.0	1.0	27.0	43.0
supper	19.0	0.0	24.0	43.0
patient	14.0	2.0	27.0	43.0
princess	0.0	0.0	43.0	43.0
lovely	6.0	1.0	36.0	43.0
devoted	10.0	2.0	31.0	43.0
proceeded	16.0	3.0	24.0	43.0
chin	16.0	3.0	24.0	43.0
ashes	22.0	0.0	21.0	43.0
lion	41.0	1.0	1.0	43.0
wondering	15.0	2.0	26.0	43.0
hanging	21.0	1.0	20.0	42.0
cornelia	0.0	0.0	42.0	42.0
observing	13.0	4.0	25.0	42.0
guard	32.0	1.0	9.0	42.0
kindly	15.0	4.0	23.0	42.0
companions	34.0	1.0	7.0	42.0
unhappy	17.0	3.0	22.0	42.0
thoughtfully	13.0	3.0	26.0	42.0
knocked	21.0	2.0	19.0	42.0
mysterious	14.0	3.0	25.0	42.0
prentice	42.0	0.0	0.0	42.0
establishment	6.0	1.0	35.0	42.0
occurred	30.0	2.0	10.0	42.0
offered	17.0	2.0	23.0	42.0
seldom	14.0	1.0	27.0	42.0
locked	19.0	1.0	22.0	42.0
familiar	17.0	1.0	24.0	42.0
notwithstanding	26.0	0.0	16.0	42.0
inside	24.0	0.0	18.0	42.0
express	12.0	3.0	27.0	42.0
remain	18.0	1.0	23.0	42.0
hurriedly	13.0	3.0	26.0	42.0
maid	2.0	0.0	40.0	42.0
astonishment	13.0	4.0	25.0	42.0
friendly	19.0	1.0	22.0	42.0
determined	13.0	1.0	28.0	42.0
earnestness	13.0	4.0	25.0	42.0
soft	6.0	2.0	34.0	42.0
especially	14.0	3.0	25.0	42.0
constantly	13.0	0.0	29.0	42.0
regarded	19.0	0.0	23.0	42.0
tongue	21.0	1.0	20.0	42.0
household	8.0	8.0	26.0	42.0
justice	24.0	2.0	15.0	41.0
sunday	6.0	0.0	35.0	41.0
move	15.0	2.0	24.0	41.0
carrying	18.0	1.0	22.0	41.0
pointed	21.0	3.0	17.0	41.0
tired	17.0	4.0	20.0	41.0
previous	24.0	1.0	16.0	41.0
breaking	23.0	3.0	15.0	41.0
belief	15.0	6.0	20.0	41.0
hurt	27.0	0.0	14.0	41.0
wheels	5.0	8.0	28.0	41.0
charming	11.0	3.0	27.0	41.0
yard	29.0	2.0	10.0	41.0
recollection	13.0	3.0	25.0	41.0
health	15.0	0.0	26.0	41.0
building	32.0	2.0	7.0	41.0
weeks	12.0	1.0	28.0	41.0
delivered	16.0	3.0	22.0	41.0
bottle	16.0	0.0	25.0	41.0
suffering	16.0	2.0	23.0	41.0
self	9.0	5.0	27.0	41.0
sofa	6.0	0.0	35.0	41.0
score	28.0	2.0	11.0	41.0
comfortable	15.0	5.0	21.0	41.0
dreams	17.0	2.0	21.0	40.0
indifference	11.0	2.0	27.0	40.0
liked	7.0	4.0	29.0	40.0
shame	6.0	0.0	34.0	40.0
vain	22.0	2.0	16.0	40.0
fierce	20.0	0.0	20.0	40.0
pleased	8.0	3.0	29.0	40.0
shape	15.0	6.0	19.0	40.0
servants	11.0	0.0	29.0	40.0
sensible	11.0	0.0	29.0	40.0
wandering	14.0	2.0	24.0	40.0
acquainted	12.0	0.0	28.0	40.0
pressing	22.0	2.0	16.0	40.0
stately	2.0	0.0	38.0	40.0
months	9.0	3.0	28.0	40.0
dozen	27.0	2.0	11.0	40.0
tight	14.0	1.0	25.0	40.0
brave	26.0	2.0	12.0	40.0
grow	17.0	2.0	21.0	40.0
uneasy	14.0	1.0	25.0	40.0
serious	17.0	5.0	18.0	40.0
placed	25.0	0.0	14.0	39.0
bitherstone	0.0	0.0	39.0	39.0
courage	18.0	1.0	20.0	39.0
wounded	24.0	1.0	14.0	39.0
attitude	15.0	2.0	22.0	39.0
kettle	6.0	33.0	0.0	39.0
address	15.0	1.0	23.0	39.0
