	Maupassant_BelAmi_0	Maupassant_BelAmi_1	Maupassant_BelAmi_2	Maupassant_BelAmi_3	Maupassant_BelAmi_4	Maupassant_BelAmi_5	Maupassant_BelAmi_6	Maupassant_BelAmi_7	Maupassant_BelAmi_8	Maupassant_BelAmi_9	Maupassant_BelAmi_10	Maupassant_BelAmi_11	Maupassant_BelAmi_12	Maupassant_BelAmi_13	Maupassant_BelAmi_14	Maupassant_BelAmi_15	Maupassant_BelAmi_16	Maupassant_BelAmi_17	Maupassant_BelAmi_18	Maupassant_BelAmi_19	Maupassant_BelAmi_20	Maupassant_BelAmi_21	Maupassant_BelAmi_22	Maupassant_BelAmi_23	Maupassant_BelAmi_24	Maupassant_BelAmi_25	Maupassant_BelAmi_26	Maupassant_BelAmi_27	Maupassant_BelAmi_28	Maupassant_BelAmi_sum
mon_DET:POS_mon	8.0	4.0	4.0	11.0	4.0	3.0	1.0	8.0	8.0	1.0	14.0	3.0	11.0	10.0	11.0	7.0	3.0	5.0	2.0	6.0	9.0	13.0	10.0	4.0	8.0	1.0	4.0	2.0	1.0	176.0
chez_PRP_chez	3.0	5.0	3.0	4.0	7.0	7.0	8.0	5.0	9.0	7.0	5.0	12.0	1.0	2.0	3.0	4.0	5.0	8.0	6.0	9.0	4.0	5.0	13.0	12.0	5.0	9.0	5.0	6.0	0.0	172.0
Walter_NAM_walter	1.0	4.0	10.0	8.0	4.0	2.0	0.0	0.0	6.0	14.0	2.0	7.0	1.0	1.0	2.0	0.0	2.0	7.0	12.0	7.0	8.0	8.0	6.0	14.0	9.0	6.0	14.0	17.0	0.0	172.0
répondit_VER:simp_répondre	2.0	4.0	2.0	2.0	8.0	3.0	4.0	10.0	5.0	5.0	4.0	3.0	6.0	3.0	5.0	7.0	8.0	15.0	5.0	11.0	9.0	4.0	8.0	6.0	10.0	7.0	6.0	4.0	1.0	167.0
où_PRO:REL_où	8.0	7.0	7.0	6.0	10.0	5.0	4.0	10.0	6.0	7.0	8.0	4.0	7.0	6.0	3.0	8.0	3.0	6.0	4.0	4.0	10.0	4.0	1.0	2.0	9.0	4.0	6.0	7.0	0.0	166.0
point_ADV_point	2.0	3.0	2.0	7.0	4.0	4.0	9.0	10.0	12.0	10.0	4.0	4.0	6.0	9.0	6.0	8.0	10.0	5.0	0.0	4.0	5.0	2.0	12.0	5.0	2.0	4.0	5.0	6.0	1.0	161.0
homme_NOM_homme	9.0	3.0	6.0	6.0	7.0	6.0	2.0	4.0	3.0	10.0	12.0	7.0	4.0	7.0	8.0	8.0	1.0	2.0	5.0	2.0	4.0	5.0	3.0	4.0	4.0	12.0	6.0	6.0	1.0	157.0
les_PRO:PER_la|le	12.0	5.0	2.0	5.0	7.0	6.0	5.0	6.0	11.0	14.0	6.0	3.0	5.0	6.0	7.0	6.0	8.0	4.0	6.0	2.0	1.0	2.0	4.0	1.0	6.0	5.0	1.0	6.0	3.0	155.0
moi_PRO:PER_moi	4.0	2.0	2.0	8.0	5.0	6.0	4.0	9.0	7.0	1.0	10.0	4.0	0.0	5.0	6.0	6.0	1.0	4.0	3.0	4.0	10.0	7.0	11.0	9.0	3.0	11.0	5.0	6.0	1.0	154.0
On_PRO:PER_on	7.0	7.0	3.0	5.0	4.0	6.0	7.0	1.0	2.0	4.0	2.0	5.0	10.0	2.0	0.0	5.0	9.0	3.0	22.0	5.0	1.0	2.0	3.0	9.0	7.0	1.0	11.0	11.0	0.0	154.0
Georges_NAM_georges	3.0	3.0	2.0	2.0	4.0	1.0	0.0	1.0	5.0	1.0	3.0	2.0	4.0	2.0	3.0	4.0	12.0	13.0	1.0	6.0	5.0	5.0	14.0	10.0	11.0	14.0	8.0	9.0	5.0	153.0
encore_ADV_encore	4.0	5.0	6.0	4.0	9.0	2.0	4.0	5.0	9.0	5.0	4.0	10.0	6.0	7.0	10.0	5.0	2.0	3.0	2.0	6.0	3.0	6.0	5.0	5.0	5.0	7.0	10.0	3.0	0.0	152.0
air_NOM_air	7.0	2.0	9.0	9.0	7.0	6.0	6.0	5.0	4.0	3.0	9.0	1.0	5.0	5.0	4.0	3.0	7.0	6.0	6.0	10.0	3.0	3.0	4.0	4.0	8.0	2.0	4.0	7.0	2.0	151.0
très_ADV_très	7.0	4.0	2.0	8.0	8.0	4.0	3.0	9.0	2.0	5.0	0.0	9.0	4.0	0.0	4.0	13.0	7.0	5.0	12.0	7.0	3.0	11.0	8.0	4.0	3.0	0.0	5.0	3.0	0.0	150.0
C'_PRO:DEM_ce	6.0	6.0	4.0	4.0	3.0	2.0	3.0	6.0	5.0	4.0	3.0	6.0	7.0	4.0	3.0	2.0	4.0	9.0	5.0	4.0	5.0	7.0	3.0	5.0	16.0	9.0	9.0	5.0	0.0	149.0
rien_ADV_rien	5.0	5.0	4.0	6.0	5.0	8.0	7.0	3.0	4.0	6.0	6.0	6.0	7.0	9.0	3.0	3.0	1.0	10.0	8.0	4.0	4.0	5.0	5.0	4.0	5.0	6.0	5.0	1.0	2.0	147.0
comme_ADV_comme	5.0	4.0	9.0	7.0	4.0	4.0	4.0	3.0	3.0	5.0	3.0	2.0	7.0	4.0	8.0	11.0	4.0	5.0	4.0	5.0	3.0	3.0	5.0	6.0	7.0	4.0	7.0	8.0	2.0	146.0
ou_KON_ou	8.0	7.0	9.0	4.0	6.0	6.0	4.0	2.0	3.0	9.0	5.0	6.0	5.0	6.0	4.0	8.0	2.0	3.0	3.0	3.0	2.0	5.0	6.0	7.0	7.0	8.0	0.0	4.0	0.0	142.0
Et_NOM_et	7.0	6.0	6.0	2.0	10.0	7.0	7.0	13.0	1.0	2.0	8.0	6.0	3.0	2.0	4.0	5.0	8.0	5.0	2.0	4.0	8.0	7.0	3.0	1.0	5.0	3.0	3.0	3.0	1.0	142.0
tous_PRO:IND_tout	8.0	6.0	3.0	6.0	3.0	7.0	2.0	7.0	4.0	6.0	3.0	0.0	6.0	5.0	6.0	5.0	13.0	5.0	7.0	7.0	5.0	4.0	9.0	3.0	5.0	3.0	0.0	2.0	1.0	141.0
Il_NOM_il	3.0	0.0	1.0	7.0	4.0	2.0	6.0	6.0	9.0	3.0	2.0	3.0	4.0	9.0	4.0	10.0	5.0	6.0	1.0	7.0	10.0	8.0	5.0	7.0	8.0	2.0	7.0	1.0	0.0	140.0
toujours_ADV_toujours	10.0	3.0	5.0	4.0	5.0	7.0	2.0	2.0	2.0	11.0	7.0	1.0	7.0	5.0	4.0	3.0	5.0	9.0	0.0	6.0	4.0	6.0	6.0	5.0	9.0	3.0	4.0	3.0	2.0	140.0
ces_PRO:DEM_ce	8.0	5.0	7.0	4.0	4.0	9.0	4.0	7.0	4.0	6.0	6.0	5.0	2.0	4.0	3.0	6.0	3.0	9.0	1.0	4.0	1.0	9.0	7.0	3.0	7.0	3.0	6.0	1.0	2.0	140.0
Roy_NAM_roy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	12.0	11.0	13.0	10.0	15.0	5.0	6.0	9.0	14.0	19.0	3.0	11.0	3.0	138.0
te_PRO:PER_te	7.0	2.0	0.0	10.0	3.0	5.0	1.0	14.0	6.0	1.0	4.0	0.0	10.0	1.0	2.0	2.0	4.0	6.0	3.0	0.0	2.0	14.0	12.0	5.0	6.0	2.0	2.0	9.0	0.0	133.0
demanda_VER:simp_demander	6.0	7.0	1.0	5.0	9.0	2.0	3.0	5.0	5.0	2.0	3.0	3.0	5.0	4.0	4.0	4.0	6.0	10.0	2.0	2.0	4.0	3.0	7.0	3.0	5.0	10.0	7.0	3.0	0.0	130.0
fut_VER:simp_être	2.0	2.0	5.0	2.0	4.0	2.0	7.0	5.0	6.0	6.0	3.0	9.0	5.0	8.0	2.0	6.0	10.0	6.0	10.0	3.0	3.0	1.0	2.0	3.0	5.0	4.0	4.0	4.0	1.0	130.0
main_NOM_main	5.0	6.0	9.0	5.0	4.0	8.0	2.0	0.0	5.0	3.0	4.0	3.0	4.0	3.0	8.0	4.0	6.0	7.0	6.0	9.0	0.0	3.0	2.0	3.0	5.0	3.0	3.0	5.0	2.0	127.0
temps_NOM_temps	7.0	4.0	2.0	2.0	4.0	11.0	6.0	5.0	3.0	10.0	1.0	3.0	2.0	7.0	3.0	5.0	7.0	4.0	8.0	4.0	0.0	3.0	1.0	5.0	5.0	2.0	6.0	6.0	0.0	126.0
bras_NOM_bras	4.0	10.0	3.0	6.0	1.0	3.0	8.0	8.0	2.0	5.0	3.0	5.0	13.0	4.0	3.0	3.0	2.0	2.0	3.0	4.0	3.0	4.0	1.0	6.0	10.0	5.0	0.0	2.0	2.0	125.0
sous_PRP_sous	10.0	8.0	4.0	2.0	7.0	5.0	4.0	6.0	3.0	5.0	4.0	2.0	6.0	5.0	3.0	4.0	6.0	7.0	3.0	3.0	2.0	5.0	1.0	4.0	5.0	3.0	1.0	7.0	0.0	125.0
tout_PRO:IND_tout	3.0	1.0	4.0	7.0	3.0	4.0	3.0	8.0	4.0	5.0	12.0	6.0	2.0	2.0	5.0	4.0	4.0	7.0	2.0	2.0	4.0	8.0	3.0	6.0	3.0	5.0	4.0	2.0	0.0	123.0
dit_VER:pres_dire	5.0	5.0	6.0	5.0	4.0	2.0	3.0	4.0	8.0	2.0	7.0	5.0	4.0	6.0	3.0	2.0	3.0	3.0	2.0	3.0	2.0	5.0	7.0	5.0	4.0	12.0	2.0	4.0	0.0	123.0
vers_PRP_vers	3.0	1.0	8.0	5.0	5.0	3.0	5.0	4.0	5.0	4.0	3.0	4.0	6.0	2.0	6.0	6.0	4.0	5.0	0.0	8.0	4.0	3.0	4.0	0.0	4.0	11.0	6.0	4.0	0.0	123.0
-vous_PRO:PER_vous	2.0	2.0	3.0	7.0	4.0	3.0	4.0	3.0	4.0	1.0	6.0	5.0	5.0	2.0	3.0	2.0	0.0	0.0	1.0	16.0	10.0	3.0	1.0	1.0	8.0	18.0	7.0	1.0	0.0	122.0
suis_VER:pres_suivre|être	3.0	3.0	1.0	5.0	4.0	5.0	3.0	6.0	4.0	1.0	3.0	1.0	3.0	2.0	8.0	6.0	3.0	2.0	2.0	6.0	9.0	3.0	4.0	5.0	6.0	15.0	6.0	0.0	1.0	120.0
devant_PRP_devant	9.0	2.0	6.0	7.0	2.0	1.0	5.0	5.0	5.0	3.0	3.0	3.0	2.0	5.0	9.0	1.0	3.0	5.0	3.0	2.0	3.0	1.0	6.0	3.0	3.0	6.0	2.0	12.0	3.0	120.0
si_KON_si	3.0	2.0	2.0	4.0	8.0	4.0	7.0	6.0	4.0	1.0	4.0	3.0	6.0	2.0	5.0	5.0	4.0	8.0	5.0	9.0	4.0	7.0	3.0	2.0	3.0	2.0	3.0	2.0	1.0	119.0
heures_NOM_heure	5.0	1.0	3.0	10.0	6.0	6.0	7.0	11.0	2.0	0.0	0.0	4.0	5.0	3.0	5.0	2.0	2.0	1.0	2.0	5.0	6.0	11.0	6.0	3.0	0.0	8.0	2.0	3.0	0.0	119.0
-ce_PRO:DEM_ce	7.0	2.0	2.0	4.0	4.0	4.0	4.0	3.0	6.0	3.0	2.0	5.0	4.0	3.0	8.0	2.0	3.0	5.0	2.0	2.0	6.0	5.0	5.0	3.0	6.0	7.0	6.0	3.0	0.0	116.0
voix_NOM_voix	0.0	7.0	5.0	3.0	2.0	5.0	4.0	2.0	5.0	3.0	2.0	5.0	5.0	4.0	4.0	4.0	1.0	2.0	6.0	9.0	5.0	3.0	4.0	2.0	8.0	6.0	3.0	4.0	3.0	116.0
yeux_NOM_œil	1.0	4.0	7.0	7.0	2.0	5.0	4.0	4.0	1.0	2.0	3.0	2.0	0.0	7.0	5.0	3.0	2.0	4.0	7.0	6.0	2.0	4.0	7.0	2.0	7.0	4.0	3.0	6.0	5.0	116.0
tête_NOM_tête	4.0	9.0	3.0	3.0	8.0	2.0	4.0	7.0	5.0	2.0	3.0	2.0	10.0	2.0	2.0	3.0	1.0	1.0	3.0	5.0	8.0	2.0	4.0	0.0	2.0	6.0	7.0	5.0	1.0	114.0
Puis_ADV_puis	0.0	5.0	6.0	6.0	5.0	2.0	3.0	5.0	4.0	5.0	5.0	5.0	3.0	2.0	6.0	5.0	4.0	3.0	4.0	3.0	3.0	1.0	5.0	5.0	3.0	5.0	2.0	5.0	3.0	113.0
jeune_ADJ_jeune	2.0	4.0	7.0	6.0	2.0	4.0	4.0	1.0	4.0	6.0	5.0	2.0	3.0	12.0	5.0	7.0	2.0	5.0	2.0	1.0	3.0	7.0	1.0	1.0	3.0	8.0	1.0	4.0	0.0	112.0
heure_NOM_heure	2.0	1.0	4.0	7.0	5.0	6.0	4.0	4.0	7.0	2.0	8.0	3.0	1.0	3.0	7.0	5.0	1.0	1.0	1.0	8.0	5.0	2.0	5.0	3.0	5.0	4.0	4.0	3.0	0.0	111.0
murmura_VER:simp_murmurer	2.0	3.0	3.0	1.0	1.0	3.0	8.0	5.0	1.0	0.0	3.0	0.0	6.0	4.0	6.0	7.0	5.0	4.0	4.0	7.0	1.0	3.0	7.0	6.0	7.0	5.0	6.0	2.0	1.0	111.0
Les_DET:ART_le	8.0	5.0	2.0	4.0	2.0	3.0	2.0	4.0	1.0	4.0	5.0	5.0	3.0	3.0	0.0	3.0	7.0	0.0	12.0	5.0	3.0	0.0	0.0	6.0	3.0	7.0	3.0	10.0	1.0	111.0
coup_NOM_coup	7.0	7.0	5.0	5.0	4.0	4.0	9.0	2.0	1.0	4.0	5.0	8.0	5.0	4.0	2.0	1.0	2.0	3.0	3.0	2.0	3.0	3.0	4.0	2.0	1.0	3.0	4.0	6.0	2.0	111.0
leur_DET:POS_leur	4.0	4.0	2.0	0.0	6.0	4.0	8.0	0.0	4.0	8.0	6.0	4.0	2.0	4.0	5.0	6.0	8.0	3.0	9.0	2.0	1.0	4.0	0.0	1.0	2.0	1.0	1.0	7.0	1.0	107.0
chose_NOM_chose	6.0	6.0	4.0	4.0	7.0	3.0	3.0	2.0	2.0	5.0	9.0	7.0	5.0	6.0	3.0	1.0	1.0	4.0	2.0	2.0	3.0	4.0	7.0	3.0	4.0	1.0	2.0	0.0	0.0	106.0
être_VER:infi_être	1.0	7.0	6.0	5.0	3.0	4.0	3.0	1.0	2.0	6.0	5.0	6.0	4.0	2.0	5.0	2.0	3.0	5.0	5.0	2.0	3.0	2.0	2.0	0.0	3.0	4.0	7.0	7.0	0.0	105.0
quand_KON_quand	5.0	5.0	1.0	2.0	4.0	5.0	7.0	8.0	5.0	2.0	5.0	4.0	7.0	4.0	2.0	1.0	6.0	3.0	3.0	0.0	3.0	6.0	3.0	2.0	4.0	2.0	3.0	3.0	0.0	105.0
dire_VER:infi_dire	1.0	3.0	7.0	5.0	5.0	2.0	6.0	1.0	2.0	3.0	6.0	1.0	1.0	1.0	6.0	3.0	2.0	4.0	1.0	8.0	2.0	6.0	3.0	5.0	6.0	6.0	5.0	1.0	2.0	104.0
mit_VER:simp_mettre	4.0	4.0	1.0	4.0	8.0	1.0	8.0	1.0	5.0	1.0	2.0	7.0	2.0	4.0	7.0	1.0	4.0	1.0	0.0	0.0	3.0	5.0	7.0	4.0	4.0	3.0	8.0	4.0	0.0	103.0
donc_ADV_donc	0.0	3.0	3.0	6.0	1.0	3.0	0.0	4.0	6.0	6.0	1.0	3.0	1.0	2.0	3.0	3.0	4.0	5.0	6.0	2.0	3.0	6.0	3.0	2.0	5.0	10.0	6.0	6.0	0.0	103.0
Ils_PRO:PER_il	0.0	4.0	3.0	1.0	2.0	1.0	4.0	2.0	3.0	4.0	2.0	0.0	5.0	5.0	7.0	12.0	3.0	3.0	9.0	0.0	0.0	6.0	3.0	2.0	5.0	5.0	2.0	9.0	1.0	103.0
leurs_DET:POS_leur	13.0	6.0	2.0	0.0	5.0	0.0	1.0	1.0	5.0	10.0	6.0	3.0	1.0	0.0	4.0	3.0	6.0	0.0	10.0	1.0	3.0	1.0	1.0	10.0	2.0	6.0	0.0	1.0	1.0	102.0
porte_NOM_porte	4.0	5.0	1.0	4.0	3.0	5.0	8.0	3.0	5.0	2.0	4.0	2.0	5.0	2.0	1.0	0.0	4.0	1.0	2.0	4.0	6.0	4.0	3.0	1.0	2.0	8.0	3.0	9.0	1.0	102.0
-là_ADV_là	3.0	2.0	2.0	2.0	7.0	4.0	4.0	5.0	5.0	3.0	6.0	2.0	2.0	4.0	2.0	0.0	3.0	8.0	3.0	1.0	4.0	5.0	2.0	3.0	3.0	4.0	6.0	4.0	0.0	99.0
voir_VER:infi_voir	2.0	2.0	2.0	3.0	1.0	6.0	3.0	2.0	7.0	6.0	2.0	2.0	7.0	6.0	4.0	1.0	0.0	2.0	4.0	5.0	1.0	7.0	3.0	6.0	6.0	1.0	4.0	3.0	1.0	99.0
monsieur_NOM_monsieur	4.0	7.0	8.0	7.0	6.0	3.0	2.0	0.0	4.0	2.0	1.0	4.0	4.0	3.0	0.0	1.0	1.0	0.0	3.0	2.0	5.0	0.0	4.0	4.0	2.0	19.0	0.0	0.0	2.0	98.0
jour_NOM_jour	1.0	1.0	1.0	3.0	3.0	5.0	2.0	6.0	7.0	4.0	2.0	9.0	7.0	2.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	4.0	0.0	6.0	3.0	2.0	1.0	6.0	0.0	98.0
L'_DET:ART_le	5.0	3.0	2.0	5.0	8.0	0.0	3.0	4.0	1.0	2.0	1.0	4.0	7.0	3.0	1.0	2.0	2.0	6.0	6.0	0.0	3.0	2.0	2.0	1.0	5.0	15.0	0.0	2.0	3.0	98.0
Du_NAM_du	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	7.0	9.0	4.0	14.0	5.0	5.0	5.0	10.0	15.0	3.0	11.0	3.0	98.0
Madeleine_NAM_madeleine	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	6.0	17.0	14.0	2.0	5.0	5.0	0.0	11.0	9.0	5.0	8.0	0.0	5.0	1.0	96.0
dont_PRO:REL_dont	5.0	11.0	4.0	2.0	0.0	6.0	3.0	3.0	2.0	3.0	4.0	6.0	2.0	2.0	4.0	2.0	10.0	5.0	2.0	1.0	2.0	2.0	3.0	2.0	4.0	3.0	1.0	2.0	0.0	96.0
monde_NOM_monde	4.0	4.0	2.0	6.0	3.0	4.0	6.0	3.0	0.0	5.0	6.0	0.0	1.0	1.0	5.0	2.0	4.0	3.0	1.0	5.0	2.0	4.0	1.0	9.0	3.0	1.0	4.0	4.0	2.0	95.0
aussi_ADV_aussi	2.0	3.0	6.0	4.0	0.0	2.0	2.0	0.0	3.0	3.0	5.0	2.0	4.0	2.0	10.0	5.0	4.0	4.0	8.0	5.0	3.0	1.0	5.0	3.0	1.0	2.0	6.0	0.0	0.0	95.0
quelques_PRO:IND_quelque	2.0	5.0	4.0	1.0	0.0	5.0	1.0	1.0	3.0	0.0	6.0	6.0	2.0	13.0	6.0	5.0	2.0	0.0	3.0	1.0	5.0	4.0	3.0	1.0	4.0	5.0	3.0	4.0	0.0	95.0
jamais_ADV_jamais	3.0	1.0	1.0	2.0	1.0	5.0	0.0	1.0	6.0	7.0	10.0	4.0	1.0	4.0	2.0	3.0	1.0	5.0	4.0	3.0	3.0	4.0	4.0	2.0	1.0	1.0	10.0	5.0	0.0	94.0
reprit_VER:simp_reprendre	1.0	1.0	0.0	5.0	3.0	3.0	2.0	5.0	2.0	1.0	4.0	3.0	2.0	5.0	3.0	2.0	3.0	2.0	0.0	8.0	6.0	2.0	6.0	4.0	3.0	8.0	6.0	3.0	1.0	94.0
avoir_VER:infi_avoir	4.0	4.0	2.0	2.0	3.0	5.0	1.0	1.0	4.0	2.0	1.0	10.0	6.0	2.0	2.0	6.0	3.0	4.0	2.0	3.0	3.0	4.0	3.0	4.0	7.0	2.0	1.0	2.0	0.0	93.0
t'_PRO:PER_te	1.0	0.0	0.0	8.0	4.0	0.0	4.0	10.0	6.0	1.0	1.0	0.0	3.0	1.0	4.0	8.0	4.0	1.0	2.0	1.0	2.0	10.0	7.0	3.0	6.0	3.0	0.0	1.0	1.0	92.0
ma_DET:POS_mon	2.0	2.0	0.0	4.0	4.0	1.0	0.0	11.0	2.0	1.0	3.0	3.0	1.0	2.0	4.0	7.0	2.0	6.0	0.0	1.0	5.0	3.0	6.0	7.0	6.0	3.0	6.0	0.0	0.0	92.0
entre_PRP_entre	4.0	8.0	2.0	2.0	0.0	4.0	2.0	1.0	4.0	6.0	5.0	1.0	3.0	3.0	2.0	2.0	4.0	2.0	4.0	2.0	2.0	5.0	6.0	4.0	5.0	2.0	3.0	2.0	1.0	91.0
quelque_PRO:IND_quelque	3.0	7.0	3.0	2.0	3.0	1.0	1.0	6.0	0.0	4.0	8.0	4.0	3.0	6.0	5.0	2.0	0.0	5.0	2.0	2.0	3.0	4.0	6.0	1.0	4.0	0.0	1.0	4.0	0.0	90.0
ayant_VER:ppre_avoir	0.0	5.0	5.0	3.0	5.0	5.0	4.0	4.0	6.0	1.0	4.0	3.0	2.0	5.0	5.0	5.0	3.0	1.0	3.0	2.0	6.0	1.0	4.0	1.0	1.0	2.0	0.0	3.0	0.0	89.0
même_ADJ_même	3.0	2.0	3.0	2.0	4.0	6.0	4.0	5.0	5.0	3.0	5.0	1.0	5.0	0.0	4.0	2.0	6.0	4.0	4.0	3.0	0.0	0.0	2.0	2.0	3.0	2.0	4.0	3.0	1.0	88.0
trois_NUM_trois	14.0	2.0	3.0	7.0	5.0	3.0	6.0	6.0	0.0	1.0	0.0	1.0	4.0	2.0	2.0	1.0	2.0	1.0	3.0	5.0	3.0	2.0	3.0	1.0	0.0	4.0	5.0	2.0	0.0	88.0
étaient_VER:impf_être	3.0	1.0	2.0	2.0	5.0	3.0	0.0	0.0	3.0	9.0	5.0	4.0	0.0	4.0	1.0	4.0	4.0	2.0	11.0	1.0	1.0	4.0	1.0	5.0	1.0	2.0	3.0	5.0	1.0	87.0
fit_VER:simp_faire	0.0	7.0	0.0	4.0	3.0	4.0	7.0	4.0	4.0	0.0	2.0	4.0	5.0	4.0	4.0	3.0	2.0	1.0	1.0	6.0	0.0	2.0	5.0	4.0	3.0	2.0	1.0	4.0	1.0	87.0
C'_NAM_c'	1.0	3.0	4.0	4.0	2.0	4.0	5.0	2.0	3.0	3.0	1.0	2.0	1.0	2.0	1.0	7.0	3.0	2.0	2.0	2.0	2.0	4.0	4.0	4.0	7.0	3.0	6.0	2.0	0.0	86.0
toutes_PRO:IND_tout	2.0	4.0	3.0	3.0	1.0	3.0	4.0	4.0	3.0	5.0	1.0	3.0	0.0	4.0	3.0	2.0	4.0	3.0	6.0	0.0	2.0	0.0	3.0	4.0	3.0	4.0	6.0	5.0	1.0	86.0
fait_VER:pper_faire	3.0	2.0	2.0	5.0	0.0	3.0	4.0	3.0	2.0	4.0	1.0	2.0	3.0	0.0	3.0	2.0	5.0	4.0	4.0	2.0	2.0	6.0	2.0	5.0	6.0	0.0	6.0	3.0	0.0	84.0
grand_ADJ_grand	4.0	1.0	5.0	5.0	0.0	2.0	6.0	4.0	2.0	2.0	3.0	1.0	2.0	2.0	3.0	5.0	5.0	2.0	8.0	3.0	4.0	3.0	2.0	2.0	1.0	3.0	3.0	1.0	0.0	84.0
cœur_NOM_cœur	1.0	1.0	3.0	2.0	2.0	4.0	1.0	3.0	2.0	4.0	8.0	4.0	1.0	3.0	6.0	3.0	3.0	6.0	1.0	6.0	1.0	3.0	5.0	3.0	3.0	1.0	2.0	2.0	0.0	84.0
hommes_NOM_homme	10.0	8.0	3.0	3.0	1.0	3.0	0.0	3.0	2.0	5.0	5.0	2.0	0.0	2.0	0.0	2.0	4.0	1.0	9.0	1.0	1.0	4.0	0.0	0.0	3.0	3.0	2.0	6.0	0.0	83.0
maintenant_ADV_maintenant	6.0	2.0	4.0	1.0	2.0	1.0	4.0	3.0	1.0	3.0	5.0	2.0	3.0	5.0	3.0	2.0	5.0	3.0	0.0	3.0	1.0	5.0	3.0	6.0	3.0	2.0	1.0	2.0	2.0	83.0
femmes_NOM_femme	5.0	9.0	3.0	3.0	0.0	5.0	3.0	1.0	2.0	5.0	4.0	1.0	1.0	0.0	2.0	2.0	1.0	4.0	10.0	1.0	3.0	4.0	2.0	3.0	1.0	0.0	2.0	4.0	1.0	82.0
faut_VER:pres_falloir	3.0	1.0	3.0	6.0	4.0	2.0	0.0	3.0	2.0	7.0	0.0	4.0	1.0	2.0	1.0	2.0	1.0	4.0	1.0	6.0	3.0	5.0	1.0	0.0	5.0	1.0	11.0	2.0	0.0	81.0
Marelle_NAM_marelle	0.0	3.0	4.0	2.0	0.0	8.0	12.0	1.0	6.0	6.0	10.0	0.0	3.0	1.0	4.0	2.0	0.0	2.0	1.0	3.0	0.0	3.0	1.0	1.0	4.0	0.0	1.0	1.0	2.0	81.0
mains_NOM_main	1.0	1.0	1.0	4.0	2.0	2.0	6.0	4.0	6.0	2.0	1.0	3.0	3.0	4.0	3.0	3.0	2.0	0.0	4.0	5.0	4.0	2.0	4.0	0.0	4.0	2.0	2.0	4.0	1.0	80.0
petit_ADJ_petit	4.0	4.0	3.0	4.0	3.0	2.0	8.0	2.0	1.0	3.0	0.0	5.0	5.0	1.0	4.0	3.0	2.0	1.0	8.0	3.0	0.0	1.0	1.0	0.0	4.0	2.0	2.0	3.0	1.0	80.0
fois_NOM_fois	4.0	3.0	2.0	1.0	5.0	5.0	2.0	6.0	2.0	3.0	3.0	3.0	6.0	2.0	1.0	1.0	0.0	3.0	2.0	3.0	2.0	3.0	4.0	1.0	4.0	4.0	2.0	3.0	0.0	80.0
veux_VER:pres_vouloir	5.0	0.0	1.0	2.0	3.0	5.0	1.0	9.0	2.0	0.0	1.0	0.0	6.0	5.0	5.0	0.0	3.0	2.0	2.0	4.0	3.0	3.0	3.0	5.0	4.0	1.0	2.0	3.0	0.0	80.0
francs_NOM_franc	6.0	2.0	0.0	2.0	4.0	1.0	3.0	18.0	7.0	2.0	0.0	0.0	1.0	0.0	2.0	3.0	1.0	0.0	3.0	0.0	0.0	9.0	6.0	7.0	1.0	0.0	0.0	0.0	1.0	79.0
si_ADV_si	2.0	2.0	0.0	1.0	3.0	2.0	4.0	0.0	1.0	1.0	7.0	1.0	0.0	11.0	2.0	4.0	2.0	2.0	4.0	4.0	2.0	4.0	6.0	2.0	1.0	6.0	0.0	2.0	2.0	78.0
petite_ADJ_petit	2.0	2.0	8.0	5.0	1.0	3.0	2.0	1.0	2.0	4.0	2.0	2.0	1.0	1.0	2.0	4.0	1.0	7.0	2.0	3.0	1.0	5.0	0.0	2.0	5.0	0.0	6.0	3.0	1.0	78.0
Mais_NAM_mais	1.0	0.0	1.0	9.0	2.0	3.0	1.0	2.0	0.0	3.0	4.0	2.0	3.0	0.0	5.0	5.0	1.0	6.0	3.0	5.0	1.0	3.0	4.0	0.0	5.0	2.0	4.0	2.0	1.0	78.0
allait_VER:impf_aller	4.0	4.0	6.0	5.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	6.0	0.0	3.0	4.0	2.0	2.0	3.0	3.0	1.0	4.0	4.0	2.0	3.0	1.0	0.0	6.0	3.0	3.0	78.0
après_PRP_après	0.0	2.0	3.0	2.0	4.0	2.0	1.0	4.0	5.0	3.0	2.0	4.0	3.0	4.0	2.0	3.0	6.0	1.0	2.0	3.0	4.0	2.0	3.0	4.0	1.0	3.0	0.0	4.0	0.0	77.0
votre_DET:POS_votre	0.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	3.0	0.0	5.0	1.0	5.0	1.0	7.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	2.0	1.0	8.0	8.0	10.0	4.0	1.0	77.0
