	Flaubert_Education_0	Flaubert_Education_1	Flaubert_Education_2	Flaubert_Education_3	Flaubert_Education_4	Flaubert_Education_5	Flaubert_Education_6	Flaubert_Education_7	Flaubert_Education_8	Flaubert_Education_9	Flaubert_Education_10	Flaubert_Education_11	Flaubert_Education_12	Flaubert_Education_13	Flaubert_Education_14	Flaubert_Education_15	Flaubert_Education_16	Flaubert_Education_17	Flaubert_Education_18	Flaubert_Education_19	Flaubert_Education_20	Flaubert_Education_21	Flaubert_Education_22	Flaubert_Education_23	Flaubert_Education_24	Flaubert_Education_25	Flaubert_Education_26	Flaubert_Education_27	Flaubert_Education_28	Flaubert_Education_29	Flaubert_Education_30	Flaubert_Education_31	Flaubert_Education_32	Flaubert_Education_33	Flaubert_Education_34	Flaubert_Education_35	Flaubert_Education_36	Flaubert_Education_37	Flaubert_Education_38	Flaubert_Education_sum
autre_ADJ_autre	10.0	9.0	8.0	10.0	8.0	7.0	4.0	8.0	8.0	7.0	7.0	9.0	7.0	15.0	7.0	9.0	7.0	9.0	10.0	4.0	9.0	6.0	6.0	6.0	8.0	4.0	7.0	10.0	13.0	6.0	6.0	5.0	7.0	7.0	8.0	10.0	8.0	7.0	5.0	301.0
sans_PRP_sans	13.0	7.0	7.0	3.0	10.0	7.0	5.0	6.0	8.0	6.0	4.0	17.0	7.0	12.0	4.0	16.0	1.0	12.0	5.0	8.0	5.0	10.0	9.0	11.0	10.0	9.0	6.0	7.0	3.0	12.0	8.0	6.0	7.0	10.0	5.0	2.0	6.0	6.0	7.0	297.0
ils_PRO:PER_il	2.0	22.0	11.0	2.0	14.0	1.0	12.0	3.0	6.0	2.0	6.0	6.0	3.0	4.0	3.0	3.0	3.0	5.0	6.0	1.0	8.0	5.0	3.0	4.0	17.0	6.0	12.0	6.0	11.0	32.0	6.0	2.0	11.0	6.0	1.0	4.0	10.0	8.0	9.0	276.0
La_DET:ART_le	9.0	4.0	11.0	4.0	6.0	5.0	2.0	11.0	8.0	9.0	3.0	10.0	3.0	4.0	4.0	5.0	5.0	9.0	15.0	9.0	4.0	8.0	8.0	6.0	5.0	13.0	11.0	3.0	11.0	6.0	8.0	4.0	6.0	6.0	11.0	6.0	5.0	4.0	4.0	265.0
Mais_KON_mais	8.0	11.0	5.0	7.0	7.0	9.0	8.0	9.0	8.0	9.0	8.0	5.0	2.0	6.0	9.0	7.0	14.0	6.0	9.0	8.0	10.0	4.0	3.0	2.0	4.0	7.0	5.0	8.0	9.0	3.0	7.0	4.0	5.0	5.0	7.0	5.0	9.0	7.0	3.0	262.0
la_PRO:PER_la	13.0	4.0	6.0	4.0	8.0	5.0	10.0	11.0	13.0	2.0	4.0	9.0	4.0	19.0	3.0	7.0	7.0	3.0	5.0	3.0	3.0	3.0	12.0	5.0	12.0	8.0	1.0	2.0	10.0	4.0	1.0	8.0	7.0	13.0	5.0	4.0	4.0	11.0	5.0	258.0
--_PUN_--	8.0	8.0	18.0	25.0	26.0	25.0	21.0	19.0	18.0	9.0	10.0	6.0	4.0	3.0	3.0	4.0	5.0	0.0	9.0	1.0	7.0	9.0	2.0	11.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.0
..._PUN_...	0.0	2.0	7.0	7.0	2.0	7.0	1.0	2.0	6.0	3.0	5.0	0.0	9.0	7.0	3.0	11.0	11.0	8.0	8.0	6.0	7.0	6.0	23.0	13.0	15.0	0.0	1.0	9.0	4.0	7.0	5.0	7.0	6.0	14.0	2.0	2.0	10.0	8.0	5.0	249.0
faire_VER:infi_faire	4.0	3.0	7.0	3.0	3.0	8.0	6.0	5.0	7.0	7.0	5.0	6.0	11.0	11.0	6.0	4.0	10.0	8.0	6.0	10.0	6.0	7.0	9.0	4.0	7.0	4.0	6.0	6.0	7.0	1.0	8.0	6.0	4.0	7.0	6.0	10.0	8.0	5.0	3.0	244.0
aux_PRP:det_au	5.0	4.0	6.0	4.0	7.0	8.0	6.0	12.0	8.0	5.0	10.0	6.0	8.0	2.0	7.0	5.0	3.0	2.0	3.0	6.0	3.0	5.0	6.0	9.0	4.0	8.0	13.0	8.0	2.0	4.0	9.0	5.0	6.0	14.0	9.0	6.0	4.0	5.0	3.0	240.0
où_PRO:REL_où	10.0	4.0	8.0	8.0	7.0	7.0	7.0	4.0	3.0	7.0	12.0	2.0	3.0	5.0	7.0	7.0	3.0	5.0	9.0	3.0	7.0	6.0	4.0	5.0	5.0	2.0	5.0	6.0	4.0	13.0	7.0	3.0	4.0	8.0	6.0	8.0	7.0	9.0	5.0	235.0
les_PRO:PER_la|le	3.0	12.0	7.0	7.0	4.0	3.0	9.0	8.0	9.0	3.0	5.0	8.0	6.0	1.0	4.0	6.0	9.0	8.0	6.0	2.0	3.0	7.0	5.0	2.0	9.0	5.0	9.0	3.0	5.0	10.0	12.0	5.0	6.0	6.0	5.0	5.0	5.0	9.0	3.0	234.0
chez_PRP_chez	3.0	5.0	9.0	8.0	8.0	5.0	5.0	2.0	11.0	7.0	8.0	2.0	6.0	10.0	5.0	10.0	8.0	2.0	2.0	3.0	3.0	4.0	4.0	9.0	8.0	7.0	5.0	3.0	7.0	1.0	6.0	5.0	11.0	4.0	6.0	11.0	9.0	6.0	4.0	232.0
puis_ADV_puis	7.0	5.0	2.0	6.0	3.0	9.0	2.0	7.0	4.0	6.0	7.0	8.0	4.0	6.0	5.0	2.0	7.0	8.0	3.0	8.0	3.0	4.0	10.0	5.0	8.0	8.0	4.0	6.0	4.0	5.0	8.0	6.0	4.0	6.0	9.0	9.0	8.0	12.0	4.0	232.0
cette_PRO:DEM_ce	6.0	7.0	4.0	3.0	3.0	9.0	5.0	5.0	7.0	4.0	4.0	7.0	3.0	2.0	5.0	4.0	5.0	7.0	6.0	8.0	5.0	9.0	11.0	5.0	7.0	5.0	5.0	8.0	9.0	8.0	3.0	7.0	8.0	6.0	5.0	6.0	7.0	4.0	5.0	227.0
c'_PRO:DEM_ce	1.0	2.0	2.0	2.0	2.0	3.0	3.0	9.0	5.0	3.0	9.0	3.0	8.0	7.0	10.0	11.0	11.0	7.0	7.0	8.0	8.0	3.0	5.0	8.0	5.0	4.0	6.0	4.0	5.0	5.0	4.0	12.0	11.0	4.0	3.0	4.0	14.0	7.0	1.0	226.0
Les_DET:ART_le	4.0	18.0	12.0	6.0	9.0	1.0	6.0	8.0	3.0	4.0	2.0	7.0	8.0	2.0	10.0	2.0	1.0	5.0	8.0	2.0	7.0	2.0	3.0	2.0	6.0	11.0	8.0	5.0	7.0	11.0	6.0	9.0	3.0	3.0	11.0	6.0	3.0	4.0	1.0	226.0
ou_KON_ou	8.0	8.0	5.0	7.0	7.0	6.0	11.0	2.0	2.0	3.0	2.0	5.0	11.0	7.0	8.0	6.0	4.0	4.0	3.0	0.0	6.0	15.0	3.0	4.0	3.0	4.0	5.0	12.0	5.0	7.0	5.0	3.0	4.0	9.0	9.0	2.0	5.0	4.0	0.0	214.0
que_PRO:REL_que	3.0	11.0	4.0	4.0	3.0	3.0	8.0	8.0	2.0	5.0	4.0	3.0	5.0	6.0	9.0	7.0	7.0	8.0	5.0	7.0	3.0	1.0	8.0	3.0	8.0	2.0	6.0	3.0	4.0	5.0	4.0	4.0	10.0	8.0	5.0	8.0	3.0	8.0	9.0	214.0
tous_PRO:IND_tout	5.0	4.0	5.0	4.0	10.0	5.0	10.0	3.0	7.0	5.0	6.0	6.0	9.0	4.0	5.0	4.0	4.0	2.0	5.0	4.0	5.0	5.0	1.0	2.0	4.0	6.0	14.0	8.0	11.0	2.0	7.0	6.0	7.0	2.0	9.0	5.0	0.0	4.0	4.0	209.0
Je_PRO:PER_je	2.0	3.0	4.0	3.0	5.0	0.0	5.0	5.0	5.0	4.0	2.0	8.0	3.0	6.0	10.0	8.0	12.0	9.0	2.0	5.0	10.0	1.0	6.0	3.0	6.0	2.0	1.0	7.0	4.0	5.0	4.0	11.0	12.0	3.0	3.0	3.0	8.0	4.0	12.0	206.0
étaient_VER:impf_être	4.0	10.0	4.0	0.0	7.0	3.0	5.0	7.0	5.0	5.0	4.0	10.0	4.0	2.0	3.0	3.0	1.0	3.0	6.0	4.0	5.0	8.0	4.0	4.0	8.0	7.0	9.0	5.0	4.0	7.0	8.0	5.0	4.0	6.0	8.0	6.0	8.0	5.0	3.0	204.0
fut_VER:simp_être	4.0	4.0	5.0	5.0	5.0	10.0	5.0	3.0	5.0	3.0	5.0	2.0	6.0	4.0	1.0	4.0	2.0	3.0	7.0	9.0	14.0	3.0	4.0	6.0	5.0	9.0	8.0	2.0	6.0	3.0	8.0	6.0	7.0	4.0	4.0	4.0	7.0	5.0	4.0	201.0
peu_ADV_peu	9.0	5.0	6.0	4.0	2.0	3.0	5.0	3.0	7.0	7.0	6.0	2.0	8.0	9.0	3.0	6.0	7.0	6.0	0.0	6.0	5.0	15.0	8.0	6.0	4.0	1.0	4.0	4.0	9.0	2.0	2.0	7.0	5.0	2.0	6.0	2.0	9.0	3.0	3.0	201.0
homme_NOM_homme	8.0	6.0	11.0	11.0	3.0	4.0	8.0	2.0	3.0	4.0	6.0	6.0	5.0	5.0	2.0	3.0	4.0	3.0	9.0	7.0	6.0	5.0	2.0	5.0	2.0	7.0	5.0	8.0	5.0	3.0	4.0	2.0	3.0	7.0	6.0	8.0	2.0	7.0	0.0	197.0
On_PRO:PER_on	5.0	5.0	6.0	5.0	3.0	4.0	6.0	5.0	5.0	5.0	5.0	6.0	2.0	4.0	5.0	5.0	6.0	3.0	3.0	1.0	5.0	3.0	3.0	3.0	5.0	10.0	6.0	8.0	9.0	2.0	10.0	6.0	4.0	7.0	10.0	3.0	3.0	6.0	4.0	196.0
sous_PRP_sous	8.0	8.0	7.0	7.0	7.0	2.0	6.0	4.0	3.0	3.0	9.0	7.0	4.0	7.0	6.0	3.0	5.0	4.0	5.0	2.0	4.0	6.0	8.0	2.0	5.0	4.0	9.0	4.0	2.0	14.0	4.0	1.0	2.0	1.0	4.0	7.0	6.0	3.0	3.0	196.0
autres_ADJ_autre	2.0	6.0	6.0	4.0	4.0	7.0	5.0	9.0	3.0	4.0	4.0	5.0	4.0	5.0	6.0	5.0	5.0	3.0	8.0	2.0	2.0	5.0	2.0	3.0	4.0	3.0	9.0	7.0	3.0	6.0	6.0	9.0	5.0	8.0	2.0	7.0	1.0	4.0	3.0	186.0
a_VER:pres_avoir	1.0	0.0	2.0	6.0	4.0	1.0	0.0	2.0	3.0	5.0	9.0	2.0	5.0	3.0	8.0	7.0	8.0	1.0	3.0	9.0	5.0	3.0	6.0	10.0	5.0	3.0	2.0	1.0	6.0	14.0	2.0	12.0	4.0	3.0	4.0	6.0	12.0	1.0	5.0	183.0
même_ADV_même	2.0	1.0	2.0	2.0	1.0	2.0	4.0	4.0	5.0	5.0	2.0	2.0	2.0	7.0	0.0	7.0	4.0	2.0	3.0	6.0	12.0	10.0	6.0	5.0	4.0	3.0	5.0	2.0	10.0	3.0	6.0	10.0	8.0	9.0	8.0	5.0	7.0	6.0	1.0	183.0
-ce_PRO:DEM_ce	3.0	0.0	5.0	4.0	4.0	4.0	7.0	1.0	3.0	3.0	2.0	6.0	8.0	5.0	6.0	7.0	5.0	2.0	4.0	6.0	8.0	6.0	9.0	4.0	7.0	5.0	2.0	3.0	4.0	0.0	3.0	6.0	9.0	4.0	5.0	6.0	6.0	5.0	1.0	178.0
ces_PRO:DEM_ce	3.0	6.0	5.0	10.0	10.0	6.0	4.0	4.0	4.0	2.0	6.0	2.0	3.0	8.0	4.0	4.0	2.0	3.0	4.0	1.0	4.0	8.0	2.0	5.0	4.0	5.0	2.0	7.0	6.0	5.0	6.0	7.0	2.0	7.0	2.0	4.0	4.0	6.0	1.0	178.0
leurs_DET:POS_leur	9.0	7.0	8.0	3.0	7.0	4.0	7.0	1.0	2.0	4.0	4.0	7.0	6.0	2.0	5.0	2.0	3.0	2.0	7.0	0.0	3.0	4.0	3.0	3.0	9.0	2.0	7.0	6.0	1.0	15.0	4.0	2.0	4.0	2.0	2.0	2.0	1.0	6.0	7.0	173.0
fois_NOM_fois	6.0	6.0	4.0	8.0	6.0	9.0	4.0	3.0	8.0	6.0	1.0	3.0	2.0	9.0	5.0	2.0	3.0	3.0	4.0	4.0	5.0	4.0	5.0	4.0	9.0	5.0	2.0	1.0	3.0	6.0	6.0	0.0	8.0	2.0	6.0	2.0	2.0	4.0	3.0	173.0
L'_DET:ART_le	6.0	7.0	5.0	4.0	4.0	2.0	3.0	0.0	3.0	3.0	3.0	7.0	1.0	3.0	1.0	3.0	3.0	6.0	5.0	4.0	4.0	4.0	4.0	3.0	5.0	9.0	6.0	13.0	7.0	2.0	4.0	4.0	3.0	7.0	4.0	6.0	4.0	7.0	3.0	172.0
trois_NUM_trois	3.0	3.0	5.0	5.0	7.0	6.0	1.0	4.0	8.0	3.0	5.0	3.0	2.0	3.0	6.0	3.0	7.0	6.0	1.0	4.0	3.0	7.0	2.0	8.0	3.0	3.0	4.0	1.0	6.0	4.0	4.0	4.0	3.0	5.0	12.0	4.0	5.0	3.0	1.0	167.0
leur_DET:POS_leur	1.0	2.0	5.0	3.0	7.0	3.0	6.0	4.0	5.0	7.0	2.0	1.0	3.0	5.0	3.0	0.0	4.0	9.0	5.0	1.0	2.0	7.0	3.0	2.0	6.0	4.0	4.0	1.0	7.0	12.0	10.0	4.0	8.0	5.0	3.0	3.0	4.0	1.0	4.0	166.0
quand_KON_quand	3.0	4.0	3.0	2.0	5.0	4.0	3.0	7.0	4.0	2.0	3.0	3.0	4.0	6.0	4.0	2.0	6.0	4.0	2.0	5.0	1.0	6.0	3.0	3.0	6.0	7.0	7.0	4.0	6.0	6.0	4.0	4.0	4.0	4.0	3.0	4.0	5.0	7.0	5.0	165.0
C'_PRO:DEM_ce	3.0	2.0	5.0	4.0	4.0	1.0	5.0	3.0	5.0	3.0	3.0	4.0	6.0	3.0	2.0	5.0	7.0	3.0	2.0	2.0	6.0	5.0	4.0	5.0	2.0	6.0	2.0	2.0	8.0	3.0	4.0	4.0	3.0	5.0	4.0	7.0	3.0	7.0	6.0	158.0
femme_NOM_femme	3.0	5.0	6.0	7.0	3.0	3.0	7.0	4.0	3.0	2.0	7.0	4.0	2.0	5.0	2.0	8.0	10.0	3.0	1.0	0.0	3.0	5.0	2.0	4.0	3.0	5.0	1.0	3.0	5.0	5.0	3.0	5.0	3.0	2.0	0.0	3.0	7.0	8.0	5.0	157.0
donc_ADV_donc	2.0	4.0	4.0	6.0	4.0	5.0	2.0	5.0	6.0	5.0	6.0	5.0	8.0	4.0	9.0	2.0	5.0	3.0	8.0	6.0	2.0	2.0	4.0	4.0	5.0	3.0	1.0	2.0	1.0	0.0	3.0	6.0	4.0	2.0	3.0	3.0	6.0	6.0	1.0	157.0
contre_PRP_contre	3.0	3.0	8.0	6.0	2.0	4.0	3.0	4.0	2.0	5.0	5.0	5.0	4.0	4.0	3.0	3.0	4.0	2.0	4.0	9.0	2.0	8.0	2.0	8.0	2.0	2.0	4.0	4.0	4.0	3.0	3.0	3.0	2.0	6.0	2.0	7.0	7.0	4.0	0.0	156.0
Rosanette_NAM_rosanette	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	15.0	5.0	11.0	2.0	5.0	1.0	0.0	9.0	6.0	2.0	1.0	1.0	5.0	0.0	2.0	1.0	3.0	14.0	12.0	8.0	2.0	7.0	3.0	1.0	11.0	13.0	5.0	0.0	154.0
Puis_ADV_puis	5.0	3.0	5.0	4.0	3.0	4.0	4.0	8.0	4.0	7.0	3.0	7.0	3.0	3.0	2.0	5.0	2.0	2.0	2.0	4.0	8.0	3.0	3.0	2.0	5.0	5.0	4.0	5.0	3.0	3.0	2.0	5.0	4.0	4.0	4.0	2.0	4.0	3.0	4.0	153.0
yeux_NOM_œil	5.0	4.0	4.0	3.0	5.0	5.0	5.0	5.0	5.0	6.0	8.0	6.0	2.0	1.0	4.0	6.0	4.0	2.0	3.0	3.0	4.0	3.0	2.0	4.0	1.0	3.0	2.0	5.0	3.0	3.0	4.0	3.0	5.0	4.0	2.0	4.0	5.0	7.0	3.0	153.0
Et_NOM_et	2.0	1.0	2.0	1.0	1.0	1.0	3.0	0.0	1.0	3.0	7.0	8.0	7.0	6.0	5.0	4.0	7.0	6.0	5.0	4.0	5.0	3.0	5.0	8.0	10.0	1.0	4.0	3.0	4.0	1.0	5.0	5.0	5.0	1.0	2.0	0.0	5.0	5.0	5.0	151.0
rien_ADV_rien	4.0	6.0	5.0	1.0	4.0	4.0	3.0	1.0	4.0	2.0	2.0	5.0	6.0	3.0	3.0	8.0	5.0	3.0	5.0	1.0	4.0	5.0	7.0	4.0	3.0	0.0	1.0	3.0	3.0	3.0	8.0	6.0	3.0	3.0	2.0	4.0	7.0	3.0	5.0	149.0
Deslauriers_NAM_deslauriers	2.0	11.0	2.0	6.0	8.0	8.0	16.0	6.0	4.0	5.0	3.0	0.0	4.0	5.0	0.0	1.0	9.0	0.0	1.0	3.0	0.0	6.0	4.0	7.0	6.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	13.0	1.0	3.0	1.0	5.0	4.0	148.0
ai_VER:pres_avoir	0.0	1.0	2.0	0.0	1.0	2.0	2.0	4.0	2.0	3.0	3.0	3.0	2.0	5.0	8.0	4.0	5.0	7.0	3.0	7.0	4.0	3.0	5.0	3.0	7.0	2.0	1.0	2.0	4.0	1.0	4.0	8.0	3.0	4.0	8.0	7.0	9.0	5.0	4.0	148.0
devant_PRP_devant	6.0	2.0	9.0	0.0	4.0	3.0	5.0	4.0	0.0	4.0	6.0	3.0	3.0	9.0	7.0	2.0	3.0	3.0	3.0	2.0	4.0	3.0	4.0	4.0	6.0	2.0	2.0	6.0	2.0	4.0	3.0	5.0	6.0	5.0	4.0	4.0	1.0	3.0	1.0	147.0
me_PRO:PER_me	1.0	4.0	1.0	5.0	0.0	1.0	7.0	1.0	3.0	1.0	2.0	3.0	4.0	2.0	3.0	4.0	8.0	6.0	5.0	3.0	4.0	2.0	5.0	1.0	8.0	4.0	2.0	2.0	4.0	2.0	2.0	11.0	5.0	4.0	0.0	3.0	8.0	4.0	11.0	146.0
fit_VER:simp_faire	6.0	3.0	5.0	2.0	1.0	6.0	4.0	5.0	1.0	6.0	4.0	2.0	6.0	5.0	6.0	3.0	2.0	4.0	3.0	4.0	6.0	1.0	2.0	4.0	3.0	2.0	3.0	3.0	5.0	3.0	4.0	3.0	5.0	3.0	2.0	3.0	4.0	8.0	4.0	146.0
même_ADJ_même	4.0	3.0	1.0	2.0	5.0	2.0	4.0	3.0	8.0	3.0	2.0	2.0	2.0	6.0	3.0	6.0	4.0	5.0	6.0	4.0	3.0	5.0	3.0	7.0	2.0	6.0	0.0	3.0	4.0	4.0	7.0	2.0	5.0	3.0	4.0	5.0	4.0	3.0	0.0	145.0
air_NOM_air	4.0	3.0	8.0	3.0	6.0	4.0	4.0	5.0	2.0	7.0	4.0	4.0	3.0	1.0	3.0	4.0	5.0	4.0	6.0	3.0	3.0	2.0	2.0	3.0	5.0	6.0	3.0	3.0	1.0	4.0	4.0	0.0	5.0	4.0	5.0	2.0	5.0	3.0	1.0	144.0
tête_NOM_tête	3.0	4.0	4.0	3.0	3.0	3.0	3.0	2.0	5.0	3.0	6.0	2.0	2.0	3.0	4.0	2.0	2.0	4.0	4.0	1.0	5.0	4.0	5.0	2.0	3.0	4.0	3.0	9.0	4.0	8.0	1.0	3.0	6.0	3.0	3.0	4.0	4.0	4.0	4.0	142.0
j'_PRO:PER_je	1.0	5.0	0.0	7.0	0.0	1.0	4.0	2.0	0.0	6.0	4.0	3.0	2.0	5.0	7.0	5.0	9.0	3.0	0.0	7.0	3.0	3.0	1.0	3.0	8.0	1.0	3.0	2.0	4.0	4.0	5.0	7.0	7.0	1.0	4.0	3.0	2.0	3.0	7.0	142.0
avoir_VER:infi_avoir	2.0	1.0	4.0	4.0	3.0	5.0	3.0	7.0	5.0	4.0	0.0	2.0	6.0	5.0	3.0	2.0	3.0	4.0	2.0	7.0	2.0	4.0	4.0	2.0	5.0	3.0	1.0	4.0	6.0	1.0	4.0	3.0	2.0	4.0	5.0	7.0	5.0	1.0	4.0	139.0
Ah_NAM_ah	0.0	0.0	1.0	4.0	1.0	0.0	2.0	6.0	3.0	5.0	5.0	6.0	4.0	7.0	5.0	7.0	9.0	4.0	1.0	5.0	2.0	0.0	5.0	4.0	3.0	5.0	3.0	1.0	1.0	3.0	5.0	6.0	6.0	5.0	5.0	4.0	3.0	3.0	0.0	139.0
temps_NOM_temps	4.0	4.0	6.0	6.0	4.0	5.0	4.0	1.0	4.0	4.0	4.0	4.0	2.0	5.0	2.0	3.0	3.0	5.0	3.0	3.0	6.0	4.0	0.0	4.0	4.0	3.0	5.0	3.0	3.0	1.0	6.0	7.0	2.0	0.0	5.0	5.0	3.0	1.0	1.0	139.0
jusqu'_PRP_jusque	6.0	4.0	1.0	8.0	2.0	6.0	6.0	2.0	7.0	9.0	1.0	3.0	2.0	2.0	4.0	2.0	3.0	3.0	2.0	1.0	2.0	5.0	3.0	1.0	3.0	2.0	7.0	2.0	5.0	5.0	7.0	2.0	4.0	1.0	3.0	1.0	1.0	6.0	3.0	137.0
Un_DET:ART_un	5.0	7.0	4.0	3.0	3.0	4.0	5.0	3.0	3.0	1.0	3.0	1.0	2.0	4.0	3.0	5.0	3.0	6.0	5.0	3.0	3.0	6.0	2.0	3.0	2.0	7.0	3.0	3.0	5.0	4.0	3.0	4.0	4.0	1.0	3.0	2.0	3.0	4.0	0.0	135.0
-vous_PRO:PER_vous	0.0	0.0	6.0	6.0	3.0	2.0	4.0	1.0	1.0	5.0	3.0	3.0	7.0	1.0	7.0	4.0	3.0	10.0	4.0	6.0	11.0	2.0	4.0	6.0	6.0	2.0	1.0	6.0	2.0	0.0	2.0	6.0	2.0	1.0	1.0	1.0	4.0	1.0	0.0	134.0
chose_NOM_chose	3.0	1.0	4.0	3.0	5.0	3.0	2.0	3.0	4.0	2.0	5.0	3.0	3.0	4.0	6.0	4.0	4.0	5.0	1.0	2.0	7.0	3.0	3.0	1.0	6.0	3.0	5.0	2.0	2.0	5.0	4.0	4.0	4.0	5.0	1.0	6.0	4.0	0.0	2.0	134.0
si_KON_si	2.0	4.0	3.0	3.0	5.0	2.0	2.0	2.0	4.0	6.0	3.0	3.0	3.0	4.0	2.0	6.0	2.0	1.0	3.0	4.0	6.0	2.0	3.0	5.0	3.0	10.0	5.0	4.0	4.0	3.0	3.0	3.0	3.0	4.0	1.0	5.0	2.0	2.0	0.0	132.0
voir_VER:infi_voir	3.0	1.0	3.0	4.0	5.0	3.0	2.0	4.0	2.0	3.0	1.0	3.0	3.0	6.0	5.0	6.0	7.0	4.0	4.0	3.0	3.0	4.0	4.0	6.0	3.0	4.0	4.0	1.0	3.0	3.0	3.0	2.0	5.0	1.0	5.0	5.0	1.0	1.0	1.0	131.0
tout_PRO:IND_tout	4.0	4.0	2.0	2.0	4.0	3.0	6.0	2.0	3.0	1.0	7.0	4.0	5.0	0.0	3.0	0.0	4.0	2.0	4.0	4.0	3.0	3.0	3.0	3.0	6.0	4.0	2.0	2.0	3.0	5.0	3.0	4.0	3.0	7.0	2.0	1.0	5.0	5.0	3.0	131.0
M_NOM_m	8.0	7.0	0.0	0.0	1.0	3.0	0.0	0.0	7.0	3.0	3.0	1.0	2.0	3.0	4.0	1.0	3.0	5.0	0.0	3.0	7.0	6.0	11.0	3.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	9.0	4.0	9.0	8.0	2.0	3.0	2.0	2.0	131.0
m'_PRO:PER_me	0.0	5.0	2.0	4.0	3.0	2.0	3.0	2.0	5.0	1.0	3.0	4.0	1.0	2.0	2.0	3.0	11.0	0.0	4.0	6.0	2.0	3.0	7.0	4.0	4.0	1.0	1.0	4.0	2.0	13.0	1.0	5.0	4.0	2.0	4.0	0.0	1.0	1.0	8.0	130.0
près_ADV_près	3.0	3.0	5.0	2.0	4.0	3.0	3.0	5.0	2.0	3.0	3.0	8.0	4.0	0.0	4.0	4.0	4.0	8.0	7.0	0.0	1.0	5.0	3.0	2.0	1.0	2.0	2.0	1.0	4.0	5.0	2.0	2.0	5.0	1.0	6.0	3.0	7.0	1.0	2.0	130.0
mon_DET:POS_mon	0.0	4.0	6.0	2.0	1.0	1.0	4.0	2.0	2.0	2.0	8.0	2.0	2.0	5.0	3.0	3.0	5.0	7.0	3.0	12.0	3.0	3.0	3.0	6.0	9.0	5.0	1.0	2.0	3.0	1.0	3.0	4.0	3.0	3.0	1.0	1.0	2.0	0.0	3.0	130.0
bras_NOM_bras	3.0	2.0	5.0	3.0	7.0	2.0	6.0	2.0	3.0	6.0	2.0	4.0	1.0	5.0	5.0	1.0	4.0	6.0	3.0	3.0	5.0	2.0	3.0	3.0	1.0	4.0	6.0	2.0	1.0	4.0	1.0	3.0	4.0	3.0	5.0	3.0	1.0	4.0	2.0	130.0
toujours_ADV_toujours	1.0	4.0	1.0	3.0	4.0	6.0	2.0	1.0	3.0	1.0	0.0	3.0	4.0	9.0	0.0	5.0	3.0	2.0	3.0	2.0	4.0	0.0	3.0	3.0	5.0	4.0	5.0	2.0	6.0	2.0	3.0	2.0	5.0	6.0	4.0	6.0	5.0	2.0	5.0	129.0
rue_NOM_rue	0.0	7.0	8.0	5.0	2.0	2.0	2.0	3.0	0.0	12.0	2.0	3.0	0.0	2.0	3.0	6.0	6.0	1.0	1.0	0.0	1.0	1.0	1.0	3.0	4.0	15.0	2.0	2.0	4.0	1.0	7.0	2.0	3.0	1.0	2.0	4.0	3.0	4.0	3.0	128.0
milieu_NOM_milieu	3.0	4.0	3.0	1.0	7.0	3.0	6.0	3.0	2.0	5.0	3.0	6.0	0.0	4.0	5.0	2.0	1.0	4.0	7.0	1.0	2.0	3.0	1.0	2.0	4.0	5.0	4.0	1.0	3.0	7.0	2.0	4.0	4.0	3.0	3.0	4.0	1.0	2.0	2.0	127.0
A_PRP_à	6.0	2.0	6.0	4.0	3.0	4.0	5.0	3.0	3.0	2.0	0.0	3.0	2.0	1.0	5.0	1.0	4.0	6.0	7.0	4.0	2.0	3.0	2.0	1.0	3.0	7.0	2.0	8.0	2.0	0.0	2.0	4.0	5.0	0.0	2.0	2.0	4.0	2.0	4.0	126.0
car_KON_car	1.0	2.0	1.0	3.0	3.0	5.0	2.0	4.0	5.0	3.0	3.0	3.0	7.0	10.0	4.0	4.0	7.0	4.0	1.0	4.0	5.0	3.0	4.0	3.0	3.0	1.0	5.0	2.0	4.0	0.0	4.0	0.0	2.0	2.0	4.0	3.0	3.0	1.0	0.0	125.0
être_VER:infi_être	4.0	2.0	1.0	2.0	3.0	2.0	4.0	2.0	1.0	2.0	2.0	5.0	4.0	4.0	2.0	10.0	2.0	5.0	3.0	4.0	3.0	0.0	3.0	4.0	1.0	2.0	4.0	2.0	2.0	2.0	6.0	7.0	3.0	6.0	1.0	1.0	3.0	1.0	7.0	122.0
là_ADV_là	4.0	3.0	1.0	3.0	3.0	1.0	3.0	4.0	2.0	3.0	5.0	1.0	2.0	3.0	5.0	3.0	2.0	3.0	4.0	1.0	5.0	3.0	2.0	2.0	5.0	5.0	3.0	3.0	3.0	8.0	5.0	1.0	7.0	3.0	2.0	4.0	0.0	0.0	5.0	122.0
coup_NOM_coup	4.0	0.0	3.0	4.0	1.0	3.0	2.0	1.0	2.0	2.0	6.0	4.0	2.0	1.0	4.0	2.0	3.0	1.0	1.0	2.0	5.0	3.0	5.0	2.0	0.0	9.0	3.0	3.0	6.0	8.0	6.0	1.0	1.0	2.0	4.0	3.0	4.0	6.0	2.0	121.0
