	Aimard_BanditsArizona_0	Aimard_BanditsArizona_1	Aimard_BanditsArizona_2	Aimard_BanditsArizona_3	Aimard_BanditsArizona_4	Aimard_BanditsArizona_5	Aimard_BanditsArizona_6	Aimard_BanditsArizona_7	Aimard_BanditsArizona_8	Aimard_BanditsArizona_9	Aimard_BanditsArizona_10	Aimard_BanditsArizona_11	Aimard_BanditsArizona_12	Aimard_BanditsArizona_13	Aimard_BanditsArizona_14	Aimard_BanditsArizona_15	Aimard_BanditsArizona_16	Aimard_BanditsArizona_17	Aimard_BanditsArizona_sum
pirates_NOM_pirate	1.0	1.0	2.0	0.0	5.0	6.0	3.0	6.0	0.0	1.0	10.0	7.0	4.0	1.0	3.0	11.0	15.0	0.0	76.0
encore_ADV_encore	5.0	4.0	4.0	5.0	4.0	5.0	10.0	5.0	4.0	3.0	0.0	2.0	5.0	6.0	4.0	3.0	5.0	2.0	76.0
aussi_ADV_aussi	3.0	7.0	0.0	7.0	4.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	7.0	10.0	7.0	5.0	0.0	75.0
toutes_PRO:IND_tout	6.0	1.0	4.0	4.0	6.0	5.0	5.0	1.0	3.0	3.0	6.0	3.0	9.0	6.0	6.0	2.0	2.0	3.0	75.0
Urubu_NAM_urubu	0.0	0.0	0.0	0.0	1.0	5.0	13.0	5.0	0.0	0.0	0.0	5.0	6.0	5.0	0.0	22.0	10.0	2.0	74.0
tu_PRO:PER_tu	6.0	9.0	13.0	0.0	0.0	16.0	0.0	11.0	5.0	8.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	74.0
trois_NUM_trois	5.0	6.0	4.0	5.0	11.0	4.0	4.0	2.0	3.0	5.0	1.0	3.0	2.0	8.0	1.0	5.0	4.0	0.0	73.0
dames_NOM_dame	0.0	0.0	0.0	5.0	11.0	0.0	0.0	1.0	0.0	4.0	5.0	12.0	3.0	15.0	3.0	3.0	6.0	4.0	72.0
toujours_ADV_toujours	3.0	3.0	5.0	7.0	2.0	7.0	3.0	3.0	5.0	2.0	3.0	6.0	2.0	1.0	6.0	5.0	7.0	2.0	72.0
autre_ADJ_autre	4.0	3.0	2.0	2.0	4.0	9.0	5.0	3.0	3.0	3.0	7.0	5.0	4.0	3.0	4.0	3.0	5.0	2.0	71.0
notre_DET:POS_notre	2.0	6.0	5.0	3.0	3.0	5.0	3.0	1.0	5.0	7.0	2.0	8.0	2.0	11.0	1.0	3.0	3.0	1.0	71.0
répondit_VER:simp_répondre	2.0	2.0	6.0	11.0	6.0	4.0	5.0	3.0	3.0	2.0	6.0	1.0	0.0	6.0	2.0	4.0	6.0	0.0	69.0
pendant_PRP_pendant	3.0	1.0	1.0	5.0	7.0	4.0	2.0	4.0	3.0	1.0	5.0	7.0	7.0	1.0	8.0	3.0	6.0	0.0	68.0
tout_PRO:IND_tout	5.0	5.0	2.0	1.0	4.0	0.0	7.0	2.0	7.0	7.0	2.0	6.0	3.0	4.0	3.0	2.0	5.0	3.0	68.0
Urubu_NOM_urubu	0.0	0.0	0.0	0.0	1.0	1.0	15.0	5.0	0.0	0.0	1.0	3.0	2.0	6.0	0.0	27.0	7.0	0.0	68.0
toute_PRO:IND_tout	3.0	9.0	4.0	6.0	2.0	0.0	2.0	2.0	2.0	4.0	5.0	5.0	5.0	5.0	6.0	3.0	2.0	3.0	68.0
officier_NOM_officier	3.0	8.0	5.0	13.0	7.0	0.0	0.0	6.0	8.0	7.0	1.0	0.0	1.0	0.0	1.0	0.0	7.0	0.0	67.0
quand_KON_quand	3.0	3.0	3.0	2.0	6.0	4.0	3.0	2.0	5.0	2.0	7.0	4.0	4.0	4.0	4.0	6.0	3.0	1.0	66.0
jeune_ADJ_jeune	1.0	1.0	8.0	9.0	3.0	7.0	2.0	5.0	4.0	2.0	7.0	1.0	0.0	5.0	1.0	1.0	2.0	6.0	65.0
dit_VER:pper_dire	1.0	2.0	2.0	3.0	3.0	3.0	10.0	4.0	3.0	5.0	3.0	2.0	5.0	3.0	3.0	3.0	4.0	3.0	62.0
jamais_ADV_jamais	3.0	2.0	5.0	1.0	1.0	3.0	4.0	6.0	5.0	4.0	3.0	2.0	4.0	2.0	7.0	1.0	5.0	4.0	62.0
elles_PRO:PER_elle	0.0	0.0	0.0	3.0	8.0	0.0	0.0	4.0	2.0	2.0	0.0	1.0	1.0	30.0	7.0	1.0	2.0	0.0	61.0
-ce_PRO:DEM_ce	4.0	2.0	6.0	5.0	3.0	2.0	8.0	3.0	4.0	3.0	4.0	4.0	3.0	4.0	0.0	1.0	3.0	2.0	61.0
Coyote_NAM_coyote	4.0	4.0	9.0	1.0	3.0	3.0	10.0	6.0	0.0	0.0	3.0	5.0	2.0	8.0	0.0	0.0	2.0	0.0	60.0
leur_PRO:PER_lui	4.0	2.0	1.0	1.0	8.0	4.0	0.0	3.0	0.0	0.0	9.0	4.0	3.0	9.0	3.0	4.0	5.0	0.0	60.0
dire_VER:infi_dire	3.0	1.0	3.0	2.0	3.0	0.0	4.0	5.0	13.0	5.0	2.0	3.0	2.0	3.0	3.0	3.0	3.0	1.0	59.0
Villiers_NAM_villiers	0.0	5.0	1.0	5.0	0.0	1.0	0.0	3.0	6.0	4.0	2.0	6.0	3.0	0.0	6.0	1.0	10.0	6.0	59.0
avoir_VER:infi_avoir	5.0	5.0	1.0	3.0	2.0	2.0	5.0	5.0	2.0	4.0	2.0	4.0	1.0	3.0	9.0	5.0	0.0	1.0	59.0
vrai_ADJ_vrai	2.0	1.0	2.0	7.0	0.0	3.0	4.0	8.0	4.0	4.0	2.0	6.0	1.0	2.0	3.0	3.0	0.0	7.0	59.0
après_PRP_après	4.0	4.0	2.0	2.0	4.0	7.0	2.0	6.0	2.0	2.0	3.0	1.0	2.0	2.0	2.0	3.0	4.0	6.0	58.0
Sandoval_NAM_sandoval	0.0	0.0	5.0	5.0	1.0	5.0	4.0	5.0	6.0	3.0	4.0	2.0	4.0	1.0	2.0	7.0	2.0	2.0	58.0
José_NAM_josé	0.0	0.0	5.0	9.0	6.0	2.0	0.0	2.0	9.0	0.0	8.0	3.0	2.0	1.0	1.0	0.0	7.0	3.0	58.0
autres_ADJ_autre	7.0	3.0	4.0	4.0	4.0	5.0	2.0	4.0	1.0	0.0	6.0	2.0	5.0	1.0	2.0	6.0	2.0	0.0	58.0
même_ADJ_même	2.0	4.0	2.0	4.0	5.0	2.0	1.0	1.0	4.0	1.0	6.0	3.0	5.0	5.0	2.0	8.0	1.0	1.0	57.0
cher_ADJ_cher	1.0	0.0	0.0	3.0	3.0	0.0	2.0	2.0	11.0	0.0	3.0	9.0	1.0	0.0	7.0	9.0	1.0	5.0	57.0
alors_ADV_alors	2.0	1.0	0.0	4.0	6.0	8.0	5.0	3.0	1.0	2.0	2.0	5.0	6.0	1.0	4.0	3.0	4.0	0.0	57.0
eux_PRO:PER_eux	0.0	4.0	2.0	2.0	7.0	3.0	4.0	4.0	1.0	1.0	6.0	3.0	8.0	0.0	3.0	7.0	1.0	0.0	56.0
Ah_INT_ah	4.0	3.0	2.0	2.0	2.0	4.0	10.0	7.0	6.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	2.0	56.0
temps_NOM_temps	2.0	6.0	4.0	1.0	3.0	3.0	4.0	5.0	6.0	4.0	1.0	7.0	2.0	2.0	2.0	2.0	2.0	0.0	56.0
êtes_VER:pres_être	8.0	1.0	4.0	4.0	4.0	1.0	4.0	2.0	5.0	0.0	3.0	4.0	0.0	6.0	1.0	1.0	5.0	2.0	55.0
presque_ADV_presque	3.0	2.0	3.0	4.0	3.0	6.0	0.0	2.0	2.0	3.0	3.0	6.0	5.0	2.0	4.0	1.0	5.0	1.0	55.0
Mais_KON_mais	1.0	2.0	1.0	5.0	8.0	6.0	3.0	4.0	2.0	1.0	6.0	2.0	3.0	1.0	3.0	2.0	4.0	1.0	55.0
Peaux-Rouges_NOM_peaux-rouges	1.0	0.0	0.0	3.0	6.0	10.0	2.0	6.0	0.0	0.0	2.0	2.0	0.0	2.0	8.0	6.0	7.0	0.0	55.0
grande_ADJ_grand	1.0	4.0	3.0	11.0	3.0	0.0	1.0	2.0	3.0	4.0	6.0	1.0	5.0	3.0	2.0	3.0	3.0	0.0	55.0
grand_ADJ_grand	2.0	3.0	10.0	2.0	2.0	1.0	1.0	2.0	5.0	0.0	2.0	4.0	5.0	1.0	3.0	10.0	0.0	2.0	55.0
dit-il_NOM_dit-il	3.0	2.0	4.0	2.0	1.0	5.0	7.0	4.0	5.0	4.0	1.0	1.0	1.0	3.0	3.0	1.0	3.0	4.0	54.0
riant_VER:ppre_rire	4.0	5.0	6.0	2.0	3.0	0.0	0.0	0.0	9.0	5.0	2.0	1.0	4.0	0.0	5.0	1.0	4.0	3.0	54.0
-moi_PRO:PER_moi	2.0	1.0	3.0	4.0	2.0	4.0	5.0	6.0	5.0	2.0	1.0	5.0	0.0	3.0	3.0	1.0	1.0	6.0	54.0
sera_VER:futu_être	3.0	3.0	2.0	0.0	0.0	2.0	3.0	0.0	6.0	1.0	9.0	3.0	2.0	4.0	2.0	7.0	1.0	6.0	54.0
heures_NOM_heure	3.0	4.0	2.0	5.0	1.0	1.0	2.0	0.0	2.0	2.0	3.0	10.0	2.0	5.0	4.0	5.0	2.0	0.0	53.0
ami_NOM_ami	1.0	2.0	3.0	2.0	3.0	2.0	3.0	3.0	10.0	3.0	7.0	2.0	0.0	5.0	2.0	1.0	2.0	2.0	53.0
moins_ADV_moins	0.0	5.0	2.0	1.0	8.0	3.0	1.0	4.0	3.0	7.0	6.0	4.0	1.0	3.0	4.0	0.0	1.0	0.0	53.0
Oiseau-de-Nuit_NOM_oiseau-de-nuit	0.0	0.0	1.0	1.0	0.0	0.0	5.0	11.0	0.0	0.0	0.0	0.0	1.0	5.0	1.0	20.0	8.0	0.0	53.0
assez_ADV_assez	0.0	4.0	0.0	5.0	5.0	3.0	0.0	0.0	1.0	4.0	4.0	2.0	6.0	5.0	4.0	5.0	2.0	2.0	52.0
bandit_NOM_bandit	7.0	4.0	8.0	0.0	0.0	5.0	5.0	1.0	0.0	0.0	5.0	6.0	1.0	1.0	0.0	0.0	5.0	4.0	52.0
mieux_ADV_mieux	2.0	6.0	2.0	3.0	0.0	1.0	4.0	3.0	10.0	1.0	1.0	7.0	5.0	2.0	0.0	4.0	1.0	0.0	52.0
Don_NOM_don	0.0	0.0	3.0	6.0	2.0	2.0	0.0	1.0	6.0	1.0	7.0	6.0	4.0	0.0	4.0	1.0	7.0	2.0	52.0
voix_NOM_voix	3.0	2.0	1.0	2.0	10.0	5.0	6.0	4.0	1.0	1.0	2.0	2.0	2.0	5.0	1.0	1.0	2.0	2.0	52.0
Eh_INT_eh	2.0	1.0	1.0	3.0	7.0	3.0	5.0	1.0	5.0	1.0	0.0	4.0	2.0	3.0	5.0	3.0	5.0	1.0	52.0
ici_ADV_ici	2.0	2.0	2.0	4.0	2.0	3.0	2.0	5.0	5.0	2.0	3.0	8.0	2.0	3.0	0.0	3.0	4.0	0.0	52.0
désert_NOM_désert	8.0	4.0	7.0	4.0	4.0	2.0	3.0	3.0	1.0	0.0	7.0	1.0	2.0	1.0	1.0	2.0	0.0	1.0	51.0
sais_VER:pres_savoir	3.0	4.0	1.0	2.0	1.0	2.0	5.0	6.0	7.0	3.0	3.0	6.0	0.0	2.0	2.0	1.0	0.0	2.0	50.0
père_NOM_père	1.0	1.0	3.0	2.0	10.0	0.0	1.0	2.0	6.0	4.0	2.0	8.0	2.0	1.0	1.0	0.0	1.0	5.0	50.0
te_PRO:PER_te	3.0	5.0	12.0	0.0	0.0	13.0	0.0	5.0	5.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	1.0	0.0	50.0
écria_VER:simp_écrier	3.0	2.0	3.0	4.0	2.0	6.0	1.0	4.0	1.0	6.0	1.0	5.0	0.0	4.0	0.0	1.0	3.0	4.0	50.0
sous_PRP_sous	8.0	7.0	3.0	3.0	3.0	0.0	2.0	0.0	1.0	1.0	5.0	2.0	3.0	4.0	2.0	2.0	4.0	0.0	50.0
aussitôt_ADV_aussitôt	7.0	8.0	1.0	3.0	4.0	3.0	1.0	0.0	0.0	0.0	1.0	3.0	3.0	6.0	3.0	3.0	4.0	0.0	50.0
frère_NOM_frère	0.0	2.0	7.0	6.0	0.0	0.0	5.0	5.0	9.0	2.0	0.0	1.0	0.0	1.0	0.0	9.0	3.0	0.0	50.0
entre_PRP_entre	5.0	3.0	4.0	3.0	1.0	1.0	4.0	5.0	3.0	2.0	2.0	2.0	4.0	2.0	5.0	1.0	3.0	0.0	50.0
surtout_ADV_surtout	1.0	2.0	4.0	2.0	3.0	1.0	2.0	2.0	6.0	1.0	5.0	1.0	6.0	2.0	7.0	0.0	3.0	1.0	49.0
car_KON_car	2.0	6.0	4.0	2.0	6.0	3.0	2.0	1.0	6.0	2.0	1.0	0.0	4.0	5.0	0.0	3.0	0.0	1.0	48.0
puis_ADV_puis	6.0	2.0	4.0	0.0	6.0	2.0	4.0	2.0	0.0	3.0	2.0	3.0	2.0	4.0	2.0	2.0	2.0	2.0	48.0
trop_ADV_trop	1.0	2.0	4.0	1.0	4.0	2.0	5.0	3.0	1.0	3.0	3.0	2.0	2.0	7.0	1.0	3.0	1.0	2.0	47.0
coup_NOM_coup	4.0	0.0	3.0	4.0	4.0	4.0	4.0	5.0	4.0	1.0	1.0	4.0	2.0	2.0	4.0	0.0	1.0	0.0	47.0
doña_NOM_doña	0.0	0.0	3.0	3.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	2.0	0.0	2.0	2.0	47.0
chasseur_NOM_chasseur	26.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	47.0
fille_NOM_fille	0.0	0.0	3.0	2.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	27.0	46.0
fois_NOM_fois	4.0	1.0	6.0	2.0	4.0	2.0	1.0	3.0	1.0	2.0	3.0	0.0	3.0	2.0	2.0	4.0	5.0	1.0	46.0
feu_NOM_feu	7.0	7.0	0.0	6.0	3.0	4.0	4.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	7.0	1.0	0.0	0.0	45.0
Dieu_NOM_dieu	1.0	8.0	3.0	2.0	2.0	2.0	3.0	0.0	3.0	1.0	3.0	4.0	2.0	3.0	2.0	1.0	1.0	4.0	45.0
demanda_VER:simp_demander	0.0	3.0	1.0	3.0	3.0	2.0	1.0	4.0	2.0	4.0	5.0	1.0	1.0	2.0	1.0	4.0	6.0	2.0	45.0
yeux_NOM_œil	8.0	5.0	2.0	2.0	1.0	2.0	3.0	4.0	0.0	1.0	2.0	1.0	2.0	2.0	5.0	4.0	1.0	0.0	45.0
tête_NOM_tête	5.0	5.0	2.0	0.0	5.0	1.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	0.0	0.0	2.0	2.0	0.0	45.0
moment_NOM_moment	0.0	1.0	2.0	4.0	5.0	2.0	0.0	3.0	2.0	1.0	4.0	3.0	2.0	5.0	1.0	1.0	6.0	2.0	44.0
Sans-Traces_NAM_sans-traces	14.0	12.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	43.0
À_PRP_à	0.0	3.0	1.0	4.0	1.0	5.0	2.0	1.0	3.0	4.0	6.0	3.0	2.0	1.0	3.0	2.0	1.0	1.0	43.0
ni_KON_ni	5.0	3.0	3.0	4.0	2.0	2.0	2.0	5.0	1.0	2.0	2.0	2.0	2.0	0.0	3.0	1.0	4.0	0.0	43.0
mère_NOM_mère	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	9.0	2.0	0.0	0.0	20.0	0.0	1.0	2.0	3.0	43.0
señor_NOM_señor	0.0	0.0	4.0	4.0	7.0	1.0	1.0	0.0	1.0	2.0	1.0	3.0	2.0	0.0	8.0	4.0	2.0	2.0	42.0
cet_PRO:DEM_ce	1.0	8.0	2.0	3.0	2.0	2.0	4.0	1.0	0.0	2.0	4.0	0.0	2.0	4.0	2.0	0.0	4.0	1.0	42.0
doute_NOM_doute	2.0	2.0	3.0	2.0	1.0	7.0	4.0	2.0	3.0	1.0	1.0	1.0	1.0	3.0	5.0	1.0	2.0	1.0	42.0
bon_ADJ_bon	3.0	5.0	2.0	3.0	2.0	0.0	3.0	2.0	3.0	5.0	1.0	2.0	1.0	4.0	3.0	0.0	2.0	1.0	42.0
la_PRO:PER_la	6.0	1.0	2.0	1.0	3.0	4.0	3.0	0.0	0.0	4.0	0.0	3.0	0.0	1.0	2.0	6.0	3.0	2.0	41.0
armes_NOM_arme	5.0	6.0	4.0	0.0	0.0	3.0	0.0	1.0	1.0	2.0	4.0	4.0	2.0	0.0	1.0	8.0	0.0	0.0	41.0
vieillard_NOM_vieillard	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	3.0	4.0	6.0	5.0	0.0	3.0	3.0	3.0	2.0	41.0
même_ADV_même	0.0	2.0	3.0	4.0	1.0	0.0	1.0	4.0	1.0	5.0	2.0	1.0	5.0	5.0	1.0	1.0	5.0	0.0	41.0
main_NOM_main	4.0	1.0	8.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	3.0	2.0	1.0	2.0	2.0	4.0	2.0	41.0
J'_PRO:PER_je	4.0	5.0	4.0	1.0	3.0	2.0	4.0	2.0	2.0	1.0	1.0	0.0	1.0	3.0	1.0	3.0	0.0	4.0	41.0
faut_VER:pres_falloir	0.0	2.0	3.0	3.0	0.0	3.0	3.0	1.0	3.0	5.0	3.0	3.0	2.0	1.0	4.0	2.0	2.0	0.0	40.0
comment_ADV_comment	1.0	1.0	3.0	1.0	4.0	1.0	1.0	2.0	4.0	1.0	2.0	1.0	2.0	2.0	2.0	4.0	3.0	4.0	39.0
Oh_INT_oh	1.0	2.0	4.0	3.0	0.0	2.0	3.0	2.0	0.0	0.0	5.0	3.0	1.0	2.0	2.0	4.0	1.0	4.0	39.0
soldat_NOM_soldat	0.0	3.0	1.0	0.0	0.0	0.0	0.0	11.0	4.0	5.0	0.0	3.0	1.0	0.0	1.0	3.0	6.0	1.0	39.0
terre_NOM_terre	5.0	2.0	3.0	3.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	11.0	1.0	6.0	1.0	1.0	0.0	39.0
Ce_PRO:DEM_ce	3.0	2.0	2.0	3.0	4.0	6.0	2.0	3.0	0.0	0.0	0.0	4.0	2.0	2.0	1.0	2.0	3.0	0.0	39.0
guerriers_NOM_guerrier	1.0	0.0	8.0	3.0	1.0	1.0	0.0	7.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	11.0	1.0	0.0	39.0
chefs_NOM_chef	0.0	0.0	11.0	1.0	0.0	1.0	1.0	3.0	0.0	0.0	2.0	3.0	6.0	2.0	3.0	5.0	1.0	0.0	39.0
peut-être_ADV_peut-être	1.0	3.0	2.0	2.0	1.0	1.0	6.0	1.0	4.0	2.0	0.0	6.0	1.0	2.0	1.0	4.0	2.0	0.0	39.0
pour_KON_pour	2.0	1.0	3.0	1.0	3.0	0.0	2.0	2.0	3.0	2.0	0.0	3.0	3.0	4.0	3.0	1.0	1.0	5.0	39.0
jour_NOM_jour	1.0	3.0	1.0	2.0	3.0	2.0	3.0	4.0	3.0	3.0	4.0	0.0	1.0	0.0	2.0	1.0	2.0	3.0	38.0
Coyote_NOM_coyote	0.0	0.0	3.0	0.0	0.0	1.0	17.0	7.0	0.0	0.0	1.0	3.0	1.0	2.0	0.0	0.0	2.0	1.0	38.0
-je_PRO:PER_je	0.0	6.0	9.0	2.0	2.0	2.0	1.0	4.0	0.0	3.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	1.0	38.0
chevaux_NOM_cheval	3.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	13.0	0.0	2.0	9.0	0.0	0.0	38.0
contre_PRP_contre	1.0	0.0	3.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	5.0	2.0	1.0	5.0	6.0	3.0	4.0	0.0	38.0
minutes_NOM_minute	2.0	4.0	0.0	2.0	3.0	6.0	1.0	1.0	2.0	1.0	0.0	4.0	3.0	1.0	5.0	1.0	1.0	1.0	38.0
bonne_ADJ_bon	1.0	2.0	3.0	5.0	1.0	2.0	0.0	4.0	4.0	2.0	2.0	3.0	1.0	2.0	1.0	4.0	1.0	0.0	38.0
pâles_ADJ_pâle	0.0	1.0	4.0	1.0	0.0	0.0	1.0	18.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	6.0	1.0	0.0	38.0
bois_NOM_bois	9.0	0.0	1.0	0.0	1.0	3.0	4.0	1.0	0.0	2.0	7.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	38.0
près_ADV_près	3.0	3.0	1.0	4.0	2.0	3.0	1.0	2.0	3.0	0.0	1.0	1.0	4.0	1.0	3.0	4.0	2.0	0.0	38.0
plusieurs_PRO:IND_plusieurs	3.0	2.0	1.0	2.0	5.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	4.0	1.0	2.0	3.0	1.0	0.0	38.0
famille_NOM_famille	3.0	3.0	3.0	1.0	1.0	0.0	0.0	0.0	5.0	5.0	0.0	2.0	3.0	2.0	4.0	1.0	4.0	1.0	38.0
pas_NOM_pas	1.0	0.0	0.0	1.0	1.0	8.0	4.0	1.0	4.0	1.0	2.0	2.0	3.0	4.0	1.0	1.0	0.0	3.0	37.0
En_PRP_en	1.0	2.0	2.0	1.0	7.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	4.0	4.0	2.0	2.0	2.0	0.0	37.0
heure_NOM_heure	4.0	3.0	1.0	2.0	1.0	5.0	0.0	2.0	2.0	0.0	2.0	1.0	1.0	0.0	4.0	5.0	3.0	1.0	37.0
eu_VER:pper_avoir	1.0	5.0	3.0	5.0	0.0	1.0	5.0	2.0	2.0	0.0	1.0	1.0	2.0	1.0	3.0	1.0	3.0	1.0	37.0
cœur_NOM_cœur	1.0	0.0	7.0	4.0	1.0	0.0	3.0	5.0	2.0	1.0	0.0	4.0	0.0	3.0	1.0	1.0	2.0	2.0	37.0
nos_DET:POS_notre	3.0	3.0	3.0	3.0	2.0	3.0	1.0	2.0	2.0	1.0	3.0	2.0	2.0	6.0	0.0	1.0	0.0	0.0	37.0
avant_PRP_avant	1.0	3.0	1.0	1.0	7.0	0.0	1.0	0.0	2.0	3.0	2.0	4.0	1.0	1.0	3.0	4.0	1.0	1.0	36.0
jusqu'_PRP_jusque	4.0	2.0	2.0	1.0	3.0	7.0	0.0	0.0	1.0	5.0	3.0	3.0	1.0	0.0	2.0	1.0	1.0	0.0	36.0
longtemps_ADV_longtemps	2.0	0.0	4.0	1.0	1.0	0.0	4.0	3.0	5.0	3.0	1.0	1.0	3.0	1.0	1.0	2.0	4.0	0.0	36.0
depuis_PRP_depuis	5.0	2.0	1.0	3.0	1.0	2.0	0.0	4.0	2.0	3.0	1.0	3.0	3.0	1.0	2.0	0.0	3.0	0.0	36.0
raison_NOM_raison	1.0	2.0	2.0	2.0	3.0	3.0	5.0	2.0	1.0	2.0	2.0	2.0	0.0	4.0	0.0	2.0	2.0	1.0	36.0
prendre_VER:infi_prendre	1.0	0.0	1.0	2.0	4.0	3.0	2.0	2.0	0.0	1.0	3.0	2.0	1.0	1.0	1.0	7.0	3.0	1.0	35.0
Alors_ADV_alors	3.0	0.0	4.0	3.0	3.0	3.0	3.0	2.0	0.0	3.0	0.0	1.0	1.0	4.0	1.0	1.0	2.0	1.0	35.0
mot_NOM_mot	0.0	1.0	2.0	4.0	1.0	0.0	5.0	2.0	2.0	3.0	0.0	2.0	1.0	7.0	2.0	1.0	2.0	0.0	35.0
avons_VER:pres_avoir	1.0	7.0	4.0	1.0	1.0	2.0	0.0	1.0	4.0	1.0	1.0	1.0	5.0	0.0	0.0	1.0	4.0	0.0	34.0
fils_NOM_fil|fils	0.0	0.0	1.0	1.0	4.0	0.0	1.0	0.0	1.0	2.0	2.0	9.0	4.0	0.0	3.0	1.0	4.0	1.0	34.0
ainsi_KON_ainsi	1.0	1.0	2.0	3.0	3.0	1.0	1.0	1.0	1.0	5.0	0.0	0.0	3.0	3.0	4.0	3.0	2.0	0.0	34.0
enfin_ADV_enfin	3.0	0.0	0.0	1.0	1.0	2.0	3.0	1.0	0.0	1.0	0.0	2.0	1.0	4.0	2.0	4.0	5.0	4.0	34.0
ville_NOM_ville	1.0	1.0	0.0	1.0	0.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	4.0	0.0	3.0	7.0	8.0	2.0	33.0
voir_VER:infi_voir	1.0	0.0	4.0	0.0	2.0	3.0	6.0	2.0	1.0	3.0	1.0	3.0	0.0	2.0	4.0	0.0	1.0	0.0	33.0
Bon_ADJ_bon	0.0	1.0	0.0	2.0	1.0	2.0	2.0	6.0	2.0	0.0	2.0	2.0	1.0	0.0	1.0	8.0	2.0	1.0	33.0
avais_VER:impf_avoir	2.0	1.0	6.0	1.0	0.0	1.0	4.0	4.0	2.0	8.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	33.0
Comment_ADV_comment	1.0	2.0	2.0	2.0	7.0	1.0	3.0	5.0	3.0	0.0	1.0	1.0	0.0	3.0	1.0	0.0	0.0	1.0	33.0
Un_DET:ART_un	3.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	3.0	1.0	5.0	0.0	3.0	1.0	3.0	1.0	33.0
quatre_NUM_quatre	4.0	4.0	3.0	1.0	0.0	2.0	1.0	0.0	2.0	1.0	2.0	0.0	6.0	0.0	2.0	3.0	1.0	0.0	32.0
monsieur_NOM_monsieur	0.0	1.0	8.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	14.0	1.0	0.0	3.0	1.0	32.0
vie_NOM_vie	1.0	2.0	5.0	3.0	0.0	2.0	0.0	5.0	4.0	1.0	3.0	1.0	0.0	1.0	1.0	0.0	3.0	0.0	32.0
voilà_ADV_voilà	1.0	0.0	6.0	2.0	2.0	1.0	2.0	2.0	2.0	3.0	1.0	4.0	0.0	1.0	3.0	2.0	0.0	0.0	32.0
seul_ADJ_seul	0.0	5.0	2.0	0.0	2.0	3.0	4.0	5.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	32.0
tard_ADV_tard	1.0	5.0	0.0	2.0	0.0	2.0	1.0	1.0	1.0	3.0	0.0	3.0	0.0	2.0	3.0	2.0	1.0	5.0	32.0
voulez_VER:pres_vouloir	1.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	5.0	2.0	3.0	1.0	0.0	1.0	0.0	2.0	2.0	9.0	32.0
serait_VER:cond_être	0.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	2.0	1.0	0.0	1.0	2.0	0.0	4.0	5.0	6.0	0.0	32.0
non_ADV_non	1.0	1.0	0.0	1.0	0.0	2.0	2.0	1.0	4.0	2.0	1.0	2.0	2.0	3.0	4.0	1.0	4.0	1.0	32.0
celui_PRO:DEM_celui	5.0	4.0	0.0	3.0	1.0	3.0	2.0	1.0	0.0	2.0	4.0	0.0	2.0	0.0	2.0	2.0	1.0	0.0	32.0
aurait_VER:cond_avoir	1.0	0.0	2.0	1.0	0.0	1.0	1.0	4.0	4.0	2.0	0.0	1.0	5.0	1.0	4.0	4.0	1.0	0.0	32.0
nuit_NOM_nuit	4.0	5.0	2.0	4.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	2.0	2.0	3.0	1.0	1.0	1.0	0.0	32.0
